Description,SKU,Name,DisplayName,FranchisePrice,RetailPrice,UOM,ProductType,VendorName,VendorItemNum,Type,Thickness,TypeCode,ColorCode,ProfileCode
PULL AM CANDLER SN 128MM,AC-0000206,PULL AM CANDLER SN 133.50.195,PULL AM CANDLER SN 133.50.195,4.848,22.299,EA,AC,HAFELE,133.50.195,4,1,0,0,0
PULL AM CANDLER 96MM SN,AC-0000207,PULL AM CANDLER SN 133.50.198,PULL AM CANDLER SN 133.50.198,3.773,17.356,EA,AC,HAFELE,133.50.198,4,1,0,0,0
PULL BAR MATT GOLD 155.02.411,AC-0000208,PULL BAR MATT GOLD 155.02.411,PULL BAR MATT GOLD 155.02.411,1.375,6.325,EA,AC,HAFELE,155.02.411,4,1,0,0,0
PULL BAR COSMO MATT GOLD 155.02.413,AC-0000209,PULL BAR MATT GOLD 155.02.413,PULL BAR MATT GOLD 155.02.413,1.386,6.376,EA,AC,HAFELE,155.02.413,4,1,0,0,0
KN AM CANDLER SN,AC-0000210,KN AM CANDLER SN 133.50.243,KN AM CANDLER SN 133.50.243,3.212,14.775,EA,AC,HAFELE,133.50.243,4,1,0,0,0
KN KEYSTONE ANT SATIN BRASS,AC-0000211,KN KEYSTONE ANT SATIN 110.93.462,KN KEYSTONE ANT SATIN 110.93.462,1.375,6.325,EA,AC,HAFELE,110.93.462,4,1,0,0,0
PULL KEYSTONE ANT SATIN 110.93.461,AC-0000212,PULL KEYSTONE ANT SATIN 110.93.461,PULL KEYSTONE ANT SATIN 110.93.461,1.683,7.742,EA,AC,HAFELE,110.93.461,4,1,0,0,0
PULL SQ MATT BLK 155.01.610,AC-0000213,PULL SQ MATT BLK 155.01.610,PULL SQ MATT BLK 155.01.610,2.079,9.563,EA,AC,HAFELE,155.01.610,4,1,0,0,0
PULL SQ MATT BLK 155.01.611,AC-0000214,PULL SQ MATT BLK 155.01.611,PULL SQ MATT BLK 155.01.611,2.519,11.587,EA,AC,HAFELE,155.01.611,4,1,0,0,0
PULL CRESENT MATT GOLD 155.02.430,AC-0000215,PULL CRESENT MATT GOLD 155.02.430,PULL CRESENT MATT GOLD 155.02.430,1.001,4.605,EA,AC,HAFELE,155.02.430,4,1,0,0,0
"HAMPER TILT OUT 18"" 20H",AC-0000216,"HAMPER TILT OUT 18"" 20H","HAMPER TILT OUT 18"" 20H",62.876,180.769,EA,AC,HAFELE,547.43.311,4,1,0,0,0
"HAMPER TILT OUT 24"" 20H DOUBLE BAG",AC-0000217,"HAMPER TILT OUT 24"" 20H DOUBLE BAG","HAMPER TILT OUT 24"" 20H DOUBLE BAG",76.219,219.13,EA,AC,HAFELE,547.43.313,4,1,0,0,0
"HAMPER TILT OUT 30"" 20H DOUBLE BAG",AC-0000218,"HAMPER TILT OUT 30"" 20H DOUBLE BAG","HAMPER TILT OUT 30"" 20H DOUBLE BAG",81.444,234.152,EA,AC,HAFELE,547.43.515,4,1,0,0,0
ELITE RND ROD POL CHROME 8FT,AC-0000219,ELITE RND ROD POL CHROME 8FT,ELITE RND ROD POL CHROME 8FT,3.212,11.081,EA,AC,HAFELE,801.42.240,4,1,0,0,0
ELITE RND ROD MATT ALUM 8FT,AC-0000220,ELITE RND ROD MATT ALUM 8FT,ELITE RND ROD MATT ALUM 8FT,3.212,11.081,EA,AC,HAFELE,801.42.440,4,1,0,0,0
ELITE RND ROD MATT NICKEL 8FT,AC-0000221,ELITE RND ROD MATT NICKEL 8FT,ELITE RND ROD MATT NICKEL 8FT,3.212,11.081,EA,AC,HAFELE,801.42.640,4,1,0,0,0
ELITE RND ROD MATT GOLD 8FT,AC-0000222,ELITE RND ROD MATT GOLD 8FT,ELITE RND ROD MATT GOLD 8FT,3.953,13.639,EA,AC,HAFELE,801.42.040,4,1,0,0,0
ELITE RND ROD ORB 8FT,AC-0000223,ELITE RND ROD ORB 8FT,ELITE RND ROD ORB 8FT,3.479,12.004,EA,AC,HAFELE,801.42.140,4,1,0,0,0
ELITE RND ROD SLATE 8FT,AC-0000224,ELITE RND ROD SLATE 8FT,ELITE RND ROD SLATE 8FT,3.953,13.639,EA,AC,HAFELE,801.42.340,4,1,0,0,0
ELITE RND POLE CUP POL CHROME,AC-0000225,ELITE RND POLE CUP POL CHROME,ELITE RND POLE CUP POL CHROME,2.354,8.121,EA,AC,HAFELE,803.39.210,4,1,0,0,0
ELITE RND POLE CUP MATT ALUM,AC-0000226,ELITE RND POLE CUP MATT ALUM,ELITE RND POLE CUP MATT ALUM,2.354,8.121,EA,AC,HAFELE,803.39.410,4,1,0,0,0
ELITE RND POLE CUP MATT NICKEL,AC-0000227,ELITE RND POLE CUP MATT NICKEL,ELITE RND POLE CUP MATT NICKEL,2.354,8.121,EA,AC,HAFELE,803.39.610,4,1,0,0,0
ELITE RND POLE CUP MATT GOLD,AC-0000228,ELITE RND POLE CUP MATT GOLD,ELITE RND POLE CUP MATT GOLD,4.081,14.079,EA,AC,HAFELE,803.39.910,4,1,0,0,0
ELITE RND POLE CUP ORB,AC-0000229,ELITE RND POLE CUP ORB,ELITE RND POLE CUP ORB,2.486,8.577,EA,AC,HAFELE,803.39.110,4,1,0,0,0
ELITE RND POLE CUP SLATE,AC-0000230,ELITE RND POLE CUP SLATE,ELITE RND POLE CUP SLATE,4.939,17.04,EA,AC,HAFELE,803.39.710,4,1,0,0,0
"ELITE TIE RACK POL CHROME 12""",AC-0000231,"ELITE TIE RACK POL CHROME 12""","ELITE TIE RACK POL CHROME 12""",25.707,88.689,EA,AC,HAFELE,807.67.201,4,1,0,0,0
"ELITE TIE RACK MATT ALUM 12""",AC-0000232,"ELITE TIE RACK MATT ALUM 12""","ELITE TIE RACK MATT ALUM 12""",26.29,90.701,EA,AC,HAFELE,807.67.401,4,1,0,0,0
"ELITE TIE RACK MATT NICKEL 12""",AC-0000233,"ELITE TIE RACK MATT NICKEL 12""","ELITE TIE RACK MATT NICKEL 12""",26.29,90.701,EA,AC,HAFELE,807.67.601,4,1,0,0,0
"ELITE TIE RACK MATT GOLD 12""",AC-0000234,"ELITE TIE RACK MATT GOLD 12""","ELITE TIE RACK MATT GOLD 12""",32.285,111.383,EA,AC,HAFELE,807.67.901,4,1,0,0,0
"ELITE TIE RACK ORB 12""",AC-0000235,"ELITE TIE RACK ORB 12""","ELITE TIE RACK ORB 12""",28.842,99.505,EA,AC,HAFELE,807.67.101,4,1,0,0,0
"ELITE TIE RACK SLATE 12""",AC-0000236,"ELITE TIE RACK SLATE 12""","ELITE TIE RACK SLATE 12""",31.504,108.689,EA,AC,HAFELE,807.67.301,4,1,0,0,0
"ELITE TIE RACK POL CHROME 14""",AC-0000237,"ELITE TIE RACK POL CHROME 14""","ELITE TIE RACK POL CHROME 14""",30.426,104.97,EA,AC,HAFELE,807.67.203,4,1,0,0,0
"ELITE TIE RACK MATT ALUM 14""",AC-0000238,"ELITE TIE RACK MATT ALUM 14""","ELITE TIE RACK MATT ALUM 14""",31.295,107.968,EA,AC,HAFELE,807.67.403,4,1,0,0,0
"ELITE TIE RACK MATT NICKEL 14""",AC-0000239,"ELITE TIE RACK MATT NICKEL 14""","ELITE TIE RACK MATT NICKEL 14""",31.295,107.968,EA,AC,HAFELE,807.67.603,4,1,0,0,0
"ELITE TIE RACK MATT GOLD 14""",AC-0000240,"ELITE TIE RACK MATT GOLD 14""","ELITE TIE RACK MATT GOLD 14""",37.092,127.967,EA,AC,HAFELE,807.67.904,4,1,0,0,0
"ELITE TIE RACK ORB 14""",AC-0000241,"ELITE TIE RACK ORB 14""","ELITE TIE RACK ORB 14""",34.309,118.366,EA,AC,HAFELE,807.67.103,4,1,0,0,0
"ELITE TIE RACK SLATE 14""",AC-0000242,"ELITE TIE RACK SLATE 14""","ELITE TIE RACK SLATE 14""",36.19,124.856,EA,AC,HAFELE,807.67.303,4,1,0,0,0
"ELITE TIE RACK POL CHROME 18""",AC-0000243,"ELITE TIE RACK POL CHROME 18""","ELITE TIE RACK POL CHROME 18""",38.005,131.117,EA,AC,HAFELE,807.67.205,4,1,0,0,0
"ELITE TIE RACK MATT ALUM 18""",AC-0000244,"ELITE TIE RACK MATT ALUM 18""","ELITE TIE RACK MATT ALUM 18""",39.028,134.647,EA,AC,HAFELE,807.67.405,4,1,0,0,0
"ELITE TIE RACK MATT NICKEL 18""",AC-0000245,"ELITE TIE RACK MATT NICKEL 18""","ELITE TIE RACK MATT NICKEL 18""",39.028,134.647,EA,AC,HAFELE,807.67.605,4,1,0,0,0
"ELITE TIE RACK MATT GOLD 18""",AC-0000246,"ELITE TIE RACK MATT GOLD 18""","ELITE TIE RACK MATT GOLD 18""",45.771,157.91,EA,AC,HAFELE,807.67.905,4,1,0,0,0
"ELITE TIE RACK ORB 18""",AC-0000247,"ELITE TIE RACK ORB 18""","ELITE TIE RACK ORB 18""",42.801,147.663,EA,AC,HAFELE,807.67.105,4,1,0,0,0
"ELITE TIE RACK SLATE 18""",AC-0000248,"ELITE TIE RACK SLATE 18""","ELITE TIE RACK SLATE 18""",44.891,154.874,EA,AC,HAFELE,807.67.305,4,1,0,0,0
"ELITE BELT RACK POL CHROME 12""",AC-0000249,"ELITE BELT RACK POL CHROME 12""","ELITE BELT RACK POL CHROME 12""",24.464,84.401,EA,AC,HAFELE,807.67.211,4,1,0,0,0
"ELITE BELT RACK MATT ALUM 12""",AC-0000250,"ELITE BELT RACK MATT ALUM 12""","ELITE BELT RACK MATT ALUM 12""",24.926,85.995,EA,AC,HAFELE,807.67.411,4,1,0,0,0
"ELITE BELT RACK MATT NICKEL 12""",AC-0000251,"ELITE BELT RACK MATT NICKEL 12""","ELITE BELT RACK MATT NICKEL 12""",24.926,85.995,EA,AC,HAFELE,807.67.611,4,1,0,0,0
"ELITE BELT RACK MATT GOLD 12""",AC-0000252,"ELITE BELT RACK MATT GOLD 12""","ELITE BELT RACK MATT GOLD 12""",29.799,102.807,EA,AC,HAFELE,807.67.911,4,1,0,0,0
"ELITE BELT RACK ORB 12""",AC-0000253,"ELITE BELT RACK ORB 12""","ELITE BELT RACK ORB 12""",27.093,93.471,EA,AC,HAFELE,807.67.111,4,1,0,0,0
"ELITE BELT RACK SLATE 12""",AC-0000254,"ELITE BELT RACK SLATE 12""","ELITE BELT RACK SLATE 12""",29.062,100.264,EA,AC,HAFELE,807.67.311,4,1,0,0,0
"ELITE BELT RACK POL CHROME 14""",AC-0000255,"ELITE BELT RACK POL CHROME 14""","ELITE BELT RACK POL CHROME 14""",29.095,100.378,EA,AC,HAFELE,807.67.213,4,1,0,0,0
"ELITE BELT RACK MATT ALUM 14""",AC-0000256,"ELITE BELT RACK MATT ALUM 14""","ELITE BELT RACK MATT ALUM 14""",29.601,102.123,EA,AC,HAFELE,807.67.413,4,1,0,0,0
"ELITE BELT RACK MATT NICKEL 14""",AC-0000257,"ELITE BELT RACK MATT NICKEL 14""","ELITE BELT RACK MATT NICKEL 14""",29.601,102.123,EA,AC,HAFELE,807.67.613,4,1,0,0,0
"ELITE BELT RACK MATT GOLD 14""",AC-0000258,"ELITE BELT RACK MATT GOLD 14""","ELITE BELT RACK MATT GOLD 14""",35.233,121.554,EA,AC,HAFELE,807.67.913,4,1,0,0,0
"ELITE BELT RACK ORB 14""",AC-0000259,"ELITE BELT RACK ORB 14""","ELITE BELT RACK ORB 14""",32.186,111.042,EA,AC,HAFELE,807.67.113,4,1,0,0,0
"ELITE BELT RACK SLATE 14""",AC-0000260,"ELITE BELT RACK SLATE 14""","ELITE BELT RACK SLATE 14""",34.441,118.821,EA,AC,HAFELE,807.67.313,4,1,0,0,0
"ELITE BELT RACK POL CHROME 18""",AC-0000261,"ELITE BELT RACK POL CHROME 18""","ELITE BELT RACK POL CHROME 18""",36.322,125.311,EA,AC,HAFELE,807.67.215,4,1,0,0,0
"ELITE BELT RACK MATT ALUM 18""",AC-0000262,"ELITE BELT RACK MATT ALUM 18""","ELITE BELT RACK MATT ALUM 18""",36.982,127.588,EA,AC,HAFELE,807.67.415,4,1,0,0,0
"ELITE BELT RACK MATT NICKEL 18""",AC-0000263,"ELITE BELT RACK MATT NICKEL 18""","ELITE BELT RACK MATT NICKEL 18""",36.982,127.588,EA,AC,HAFELE,807.67.615,4,1,0,0,0
"ELITE BELT RACK MATT GOLD 18""",AC-0000264,"ELITE BELT RACK MATT GOLD 18""","ELITE BELT RACK MATT GOLD 18""",43.681,150.699,EA,AC,HAFELE,807.67.915,4,1,0,0,0
"ELITE BELT RACK ORB 18""",AC-0000265,"ELITE BELT RACK ORB 18""","ELITE BELT RACK ORB 18""",40.216,138.745,EA,AC,HAFELE,807.67.115,4,1,0,0,0
"ELITE BELT RACK SLATE 18""",AC-0000266,"ELITE BELT RACK SLATE 18""","ELITE BELT RACK SLATE 18""",42.779,147.588,EA,AC,HAFELE,807.67.315,4,1,0,0,0
"ELITE VALET ROD POL CHROME 12""",AC-0000267,"ELITE VALET ROD POL CHROME 12""","ELITE VALET ROD POL CHROME 12""",23.617,81.479,EA,AC,HAFELE,808.71.201,4,1,0,0,0
"ELITE VALET ROD MATT ALUM 12""",AC-0000268,"ELITE VALET ROD MATT ALUM 12""","ELITE VALET ROD MATT ALUM 12""",24.178,83.414,EA,AC,HAFELE,808.71.401,4,1,0,0,0
"ELITE VALET ROD MATT NICKEL 12""",AC-0000269,"ELITE VALET ROD MATT NICKEL 12""","ELITE VALET ROD MATT NICKEL 12""",24.178,83.414,EA,AC,HAFELE,808.71.601,4,1,0,0,0
"ELITE VALET ROD MATT GOLD 12""",AC-0000270,"ELITE VALET ROD MATT GOLD 12""","ELITE VALET ROD MATT GOLD 12""",28.743,99.163,EA,AC,HAFELE,808.71.001,4,1,0,0,0
"ELITE VALET ROD ORB 12""",AC-0000271,"ELITE VALET ROD ORB 12""","ELITE VALET ROD ORB 12""",25.058,86.45,EA,AC,HAFELE,808.71.101,4,1,0,0,0
"ELITE VALET ROD SLATE 12""",AC-0000272,"ELITE VALET ROD SLATE 12""","ELITE VALET ROD SLATE 12""",28.006,96.621,EA,AC,HAFELE,808.71.301,4,1,0,0,0
"ELITE VALET ROD POL CHROME 14""",AC-0000273,"ELITE VALET ROD POL CHROME 14""","ELITE VALET ROD POL CHROME 14""",24.706,85.236,EA,AC,HAFELE,808.71.203,4,1,0,0,0
"ELITE VALET ROD MATT ALUM 14""",AC-0000274,"ELITE VALET ROD MATT ALUM 14""","ELITE VALET ROD MATT ALUM 14""",25.311,87.323,EA,AC,HAFELE,808.71.403,4,1,0,0,0
"ELITE VALET ROD MATT NICKEL 14""",AC-0000275,"ELITE VALET ROD MATT NICKEL 14""","ELITE VALET ROD MATT NICKEL 14""",25.311,87.323,EA,AC,HAFELE,808.71.603,4,1,0,0,0
"ELITE VALET ROD MATT GOLD 14""",AC-0000276,"ELITE VALET ROD MATT GOLD 14""","ELITE VALET ROD MATT GOLD 14""",30.767,106.146,EA,AC,HAFELE,808.71.003,4,1,0,0,0
"ELITE VALET ROD ORB 14""",AC-0000277,"ELITE VALET ROD ORB 14""","ELITE VALET ROD ORB 14""",26.213,90.435,EA,AC,HAFELE,808.71.103,4,1,0,0,0
"ELITE VALET ROD SLATE 14""",AC-0000278,"ELITE VALET ROD SLATE 14""","ELITE VALET ROD SLATE 14""",29.876,103.072,EA,AC,HAFELE,808.71.303,4,1,0,0,0
"ELITE SCARF RACK POL CHROME 12""",AC-0000279,"ELITE SCARF RACK POL CHROME 12""","ELITE SCARF RACK POL CHROME 12""",27.83,96.014,EA,AC,HAFELE,807.67.221,4,1,0,0,0
"ELITE SCARF RACK MATT ALUM 12""",AC-0000280,"ELITE SCARF RACK MATT ALUM 12""","ELITE SCARF RACK MATT ALUM 12""",28.699,99.012,EA,AC,HAFELE,807.67.421,4,1,0,0,0
"ELITE SCARF RACK MATT NICKEL 12""",AC-0000281,"ELITE SCARF RACK MATT NICKEL 12""","ELITE SCARF RACK MATT NICKEL 12""",28.699,99.012,EA,AC,HAFELE,807.67.621,4,1,0,0,0
"ELITE SCARF RACK MATT GOLD 12""",AC-0000282,"ELITE SCARF RACK MATT GOLD 12""","ELITE SCARF RACK MATT GOLD 12""",34.43,118.784,EA,AC,HAFELE,807.67.921,4,1,0,0,0
"ELITE SCARF RACK ORB 12""",AC-0000283,"ELITE SCARF RACK ORB 12""","ELITE SCARF RACK ORB 12""",31.196,107.626,EA,AC,HAFELE,807.67.121,4,1,0,0,0
"ELITE SCARF RACK SLATE 12""",AC-0000284,"ELITE SCARF RACK SLATE 12""","ELITE SCARF RACK SLATE 12""",35.09,121.061,EA,AC,HAFELE,807.67.321,4,1,0,0,0
"ELITE SCARF RACK POL CHROME 14""",AC-0000285,"ELITE SCARF RACK POL CHROME 14""","ELITE SCARF RACK POL CHROME 14""",33.11,114.23,EA,AC,HAFELE,807.67.223,4,1,0,0,0
"ELITE SCARF RACK MATT ALUM 14""",AC-0000286,"ELITE SCARF RACK MATT ALUM 14""","ELITE SCARF RACK MATT ALUM 14""",34.166,117.873,EA,AC,HAFELE,807.67.423,4,1,0,0,0
"ELITE SCARF RACK MATT NICKEL 14""",AC-0000287,"ELITE SCARF RACK MATT NICKEL 14""","ELITE SCARF RACK MATT NICKEL 14""",34.166,117.873,EA,AC,HAFELE,807.67.623,4,1,0,0,0
"ELITE SCARF RACK MATT GOLD 14""",AC-0000288,"ELITE SCARF RACK MATT GOLD 14""","ELITE SCARF RACK MATT GOLD 14""",40.601,140.073,EA,AC,HAFELE,807.67.923,4,1,0,0,0
"ELITE SCARF RACK ORB 14""",AC-0000289,"ELITE SCARF RACK ORB 14""","ELITE SCARF RACK ORB 14""",37.169,128.233,EA,AC,HAFELE,807.67.123,4,1,0,0,0
"ELITE SCARF RACK SLATE 14""",AC-0000290,"ELITE SCARF RACK SLATE 14""","ELITE SCARF RACK SLATE 14""",39.688,136.924,EA,AC,HAFELE,807.67.323,4,1,0,0,0
"ELITE SCARF RACK POL CHROME 18""",AC-0000291,"ELITE SCARF RACK POL CHROME 18""","ELITE SCARF RACK POL CHROME 18""",41.338,142.616,EA,AC,HAFELE,807.67.225,4,1,0,0,0
"ELITE SCARF RACK MATT ALUM 18""",AC-0000292,"ELITE SCARF RACK MATT ALUM 18""","ELITE SCARF RACK MATT ALUM 18""",42.647,147.132,EA,AC,HAFELE,807.67.425,4,1,0,0,0
"ELITE SCARF RACK MATT NICKEL 18""",AC-0000293,"ELITE SCARF RACK MATT NICKEL 18""","ELITE SCARF RACK MATT NICKEL 18""",42.647,147.132,EA,AC,HAFELE,807.67.625,4,1,0,0,0
"ELITE SCARF RACK MATT GOLD 18""",AC-0000294,"ELITE SCARF RACK MATT GOLD 18""","ELITE SCARF RACK MATT GOLD 18""",50.677,174.836,EA,AC,HAFELE,807.67.925,4,1,0,0,0
"ELITE SCARF RACK ORB 18""",AC-0000295,"ELITE SCARF RACK ORB 18""","ELITE SCARF RACK ORB 18""",46.431,160.187,EA,AC,HAFELE,807.67.125,4,1,0,0,0
"ELITE SCARF RACK SLATE 18""",AC-0000296,"ELITE SCARF RACK SLATE 18""","ELITE SCARF RACK SLATE 18""",49.522,170.851,EA,AC,HAFELE,807.67.325,4,1,0,0,0
ELITE COAT HOOK POL CHROME,AC-0000297,ELITE COAT HOOK POL CHROME,ELITE COAT HOOK POL CHROME,17.314,59.733,EA,AC,HAFELE,807.69.230,4,1,0,0,0
ELITE COAT HOOK MATT ALUM,AC-0000298,ELITE COAT HOOK MATT ALUM,ELITE COAT HOOK MATT ALUM,17.831,61.517,EA,AC,HAFELE,807.69.030,4,1,0,0,0
ELITE COAT HOOK MATT NICKEL,AC-0000299,ELITE COAT HOOK MATT NICKEL,ELITE COAT HOOK MATT NICKEL,17.831,61.517,EA,AC,HAFELE,807.69.630,4,1,0,0,0
ELITE COAT HOOK MATT GOLD,AC-0000300,ELITE COAT HOOK MATT GOLD,ELITE COAT HOOK MATT GOLD,22.11,76.28,EA,AC,HAFELE,807.69.930,4,1,0,0,0
ELITE COAT HOOK ORB,AC-0000301,ELITE COAT HOOK ORB,ELITE COAT HOOK ORB,17.787,61.365,EA,AC,HAFELE,807.69.130,4,1,0,0,0
ELITE COAT HOOK SLATE,AC-0000302,ELITE COAT HOOK SLATE,ELITE COAT HOOK SLATE,22.11,76.28,EA,AC,HAFELE,807.69.330,4,1,0,0,0
ELITE DOUBLE HOOK POL CHROME,AC-0000303,ELITE DOUBLE HOOK POL CHROME,ELITE DOUBLE HOOK POL CHROME,10.714,36.963,EA,AC,HAFELE,807.69.240,4,1,0,0,0
ELITE DOUBLE HOOK MATT ALUM,AC-0000304,ELITE DOUBLE HOOK MATT ALUM,ELITE DOUBLE HOOK MATT ALUM,11.132,38.405,EA,AC,HAFELE,807.69.040,4,1,0,0,0
ELITE DOUBLE HOOK MATT NICKEL,AC-0000305,ELITE DOUBLE HOOK MATT NICKEL,ELITE DOUBLE HOOK MATT NICKEL,11.132,38.405,EA,AC,HAFELE,807.69.640,4,1,0,0,0
ELITE DOUBLE HOOK MATT GOLD,AC-0000306,ELITE DOUBLE HOOK MATT GOLD,ELITE DOUBLE HOOK MATT GOLD,13.2,45.54,EA,AC,HAFELE,807.69.940,4,1,0,0,0
ELITE DOUBLE HOOK ORB,AC-0000307,ELITE DOUBLE HOOK ORB,ELITE DOUBLE HOOK ORB,11.099,38.292,EA,AC,HAFELE,807.69.140,4,1,0,0,0
ELITE DOUBLE HOOK SLATE,AC-0000308,ELITE DOUBLE HOOK SLATE,ELITE DOUBLE HOOK SLATE,13.2,45.54,EA,AC,HAFELE,807.69.340,4,1,0,0,0
KN OIL RUBBED BRZ 133.79.351,AC-0000309,KN ORB AMERIC 133.79.351,KN ORB AMERIC 133.79.351,1.661,7.641,EA,AC,HAFELE,133.79.351,4,1,0,0,0
PULL M SS CRES 128M 117.95.630,AC-0000310,PULL SS LOOK 117.95.630,PULL SS LOOK 117.95.630,4.092,18.823,EA,AC,HAFELE,117.95.630,4,1,0,0,0
PULL CARMEL SS 107.18.612,AC-0000311,PULL SS LOOK CARMEL 107.18.612,PULL SS LOOK CARMEL 107.18.612,1.243,5.718,EA,AC,HAFELE,107.18.612,4,1,0,0,0
PULL CARMEL SS 107.18.613,AC-0000312,PULL SS LOOK CARMEL 107.18.613,PULL SS LOOK CARMEL 107.18.613,1.826,8.4,EA,AC,HAFELE,107.18.613,4,1,0,0,0
PULL M SS 128MM 102.47.953,AC-0000313,PULL SS LOOK 128MM 102.47.953,PULL SS LOOK 128MM 102.47.953,4.279,19.683,EA,AC,HAFELE,102.47.953,4,1,0,0,0
PULL M BLACK MATT 102.47.319,AC-0000314,PULL MATT BLK 102.47.319,PULL MATT BLK 102.47.319,4.653,21.404,EA,AC,HAFELE,102.47.319,4,1,0,0,0
PULL BAR MATT BLK 155.99.002,AC-0000315,PULL BAR MATT BLK 155.99.002,PULL BAR MATT BLK 155.99.002,1.056,4.858,EA,AC,HAFELE,155.99.002,4,1,0,0,0
PULL BAR MATT BLK 155.99.017,AC-0000316,PULL BAR MATT BLK 155.99.017,PULL BAR MATT BLK 155.99.017,1.067,4.908,EA,AC,HAFELE,155.99.017,4,1,0,0,0
PULL CREST MATT GOLD 155.99.032,AC-0000317,PULL CREST MATT GOLD 155.99.032,PULL CREST MATT GOLD 155.99.032,0.869,3.997,EA,AC,HAFELE,155.99.032,4,1,0,0,0
PULL CREST MATT GOLD 155.02.430,AC-0000318,PULL CREST MATT GOLD 155.02.430,PULL CREST MATT GOLD 155.02.430,1.001,4.605,EA,AC,HAFELE,155.01.819,4,1,0,0,0
KN MATT GOLD 155.01.819,AC-0000319,KN MATT GOLD 155.01.819,KN MATT GOLD 155.01.819,1.067,4.908,EA,AC,HAFELE,155.01.819,4,1,0,0,0
Hamper Basket DORB 18x14x19,AC-0000320,Hamper Basket DORB 18x14x19,Hamper Basket DORB 18x14x19,35.948,93.015,EA,AC,HAFELE,547.42.131,4,1,0,0,0
Hamper Basket DORB 18x16x19,AC-0000321,Hamper Basket DORB 18x16x19,Hamper Basket DORB 18x16x19,41.91,108.442,EA,AC,HAFELE,547.42.141,4,1,0,0,0
Hamper Basket DORB 24x14x19,AC-0000322,Hamper Basket DORB 24x14x19,Hamper Basket DORB 24x14x19,37.609,97.313,EA,AC,HAFELE,547.42.132,4,1,0,0,0
Hamper Basket DORB 24x16x19,AC-0000323,Hamper Basket DORB 24x16x19,Hamper Basket DORB 24x16x19,43.89,113.565,EA,AC,HAFELE,547.42.142,4,1,0,0,0
Hamper Basket Matt Nick 18x14x19,AC-0000324,Hamper Basket Matt Nick 18x14x19,Hamper Basket Matt Nick 18x14x19,38.775,100.33,EA,AC,HAFELE,547.42.631,4,1,0,0,0
Hamper Basket Matt Nick 18x16x19,AC-0000325,Hamper Basket Matt Nick 18x16x19,Hamper Basket Matt Nick 18x16x19,41.47,107.304,EA,AC,HAFELE,547.42.641,4,1,0,0,0
Hamper Basket Matt Nick 24x14x19,AC-0000326,Hamper Basket Matt Nick 24x14x19,Hamper Basket Matt Nick 24x14x19,46.2,119.543,EA,AC,HAFELE,547.42.632,4,1,0,0,0
Hamper Basket Matt Nick 24x16x19,AC-0000327,Hamper Basket Matt Nick 24x16x19,Hamper Basket Matt Nick 24x16x19,51.601,133.518,EA,AC,HAFELE,547.42.642,4,1,0,0,0
Hamper Basket Matt Gold 18x14x19,AC-0000328,Hamper Basket Matt Gold 18x14x19,Hamper Basket Matt Gold 18x14x19,43.736,113.167,EA,AC,HAFELE,547.42.831,4,1,0,0,0
Hamper Basket Matt Gold 18x16x19,AC-0000329,Hamper Basket Matt Gold 18x16x19,Hamper Basket Matt Gold 18x16x19,49.17,127.227,EA,AC,HAFELE,547.42.841,4,1,0,0,0
Hamper Basket Matt Gold 24x14x19,AC-0000330,Hamper Basket Matt Gold 24x14x19,Hamper Basket Matt Gold 24x14x19,51.656,133.66,EA,AC,HAFELE,547.42.832,4,1,0,0,0
Hamper Basket Matt Gold 24x16x19,AC-0000331,Hamper Basket Matt Gold 24x16x19,Hamper Basket Matt Gold 24x16x19,55.715,144.163,EA,AC,HAFELE,547.42.842,4,1,0,0,0
Hamper Basket Slate 18x14x19,AC-0000332,Hamper Basket Slate 18x14x19,Hamper Basket Slate 18x14x19,43.736,113.167,EA,AC,HAFELE,547.42.531,4,1,0,0,0
Hamper Basket Slate 24x14x19,AC-0000333,Hamper Basket Slate 24x14x19,Hamper Basket Slate 24x14x19,51.656,133.66,EA,AC,HAFELE,547.42.532,4,1,0,0,0
Hamper Bracket DORB 9x1x3,AC-0000334,Hamper Bracket DORB,Hamper Bracket DORB,1.342,3.858,EA,AC,HAFELE,547.42.190,4,1,0,0,0
Hamper Bracket Matt Nick 9x1x3,AC-0000335,Hamper Bracket Matt Nick,Hamper Bracket Matt Nick,1.419,4.08,EA,AC,HAFELE,547.42.690,4,1,0,0,0
Hamper Bracket Matt Gold 9x1x3,AC-0000336,Hamper Bracket Matt Gold,Hamper Bracket Matt Gold,2.2,6.325,EA,AC,HAFELE,547.42.890,4,1,0,0,0
Hamper Bracket Slate 9x1x3,AC-0000337,Hamper Bracket Slate,Hamper Bracket Slate,2.2,6.325,EA,AC,HAFELE,547.42.590,4,1,0,0,0
Jewelry 18in Black,AC-0000338,Jewelry 18in Black,Jewelry 18in Black,32.3,65.004,EA,AC,OCTOBER,CLA5106-1513-01,4,1,0,0,0
Jewelry 18In Black Sliding,AC-0000339,Jewelry 18In Black Sliding,Jewelry 18In Black Sliding,39.8,80.098,EA,AC,OCTOBER,,4,1,0,0,0
Jewelry 18in Maroon,AC-0000340,Jewelry 18in Maroon,Jewelry 18in Maroon,32.3,65.004,EA,AC,OCTOBER,CLA5136-1513-02,4,1,0,0,0
