SKU,Name,DisplayName,Description,LocationCode,Thickness,RetailPrice,UOM,ProductType,ItemTypeCode,ItemColorCode,ItemProfileCode,VendorName,VendorItemNum
EB-0000147,EB T Tete a Tete 1045,EB T TETE A TETE 1MM,EB T TETE A TETE 1MM,1,0.039,0.3066666667,LF,EB,1030,107725,1020,UKNOWN,0
EB-0000148,EB T Weekend Getaway 1045,EB T WEEKEND GETAWAY 1MM,EB T WEEKEND GETAWAY 1MM,1,0.039,0.3066666667,LF,EB,1030,107900,1020,UKNOWN,0
EB-0000149,EB T Winter Fun 1045,EB T WINTER FUN 1MM,EB T WINTER FUN 1MM,1,0.039,0.3066666667,LF,EB,1030,107925,1020,UKNOWN,0
EB-0000150,EB CL French Grey 1045,EB M French Grey 1mm S027,EB M French Grey 1mm S027,1,0.039,0.3349333333,LF,EB,1030,110685,1020,UKNOWN,0
EB-0000151,EB CL Noce Leuca 1045,EB M Noce Leuca 1mm LK44,EB M Noce Leuca 1mm LK44,1,0.039,0.3349333333,LF,EB,1030,110645,1020,UKNOWN,0
EB-0000152,EB CL Moselle 1045,EB M Moselle 1mm S129,EB M Moselle 1mm S129,1,0.039,0.3349333333,LF,EB,1030,110605,1020,UKNOWN,0
EB-0000153,EB CL Tyburn 1045,EB M Tyburn 1mm S122,EB M Tyburn 1mm S122,1,0.039,0.3349333333,LF,EB,1030,110769,1020,UKNOWN,0
EB-0000154,Black,EB Black 15/16  1mm,EB Black 15/16  1mm,1,0.039,0.1933333333,LF,EB,1045,114450,1020,UKNOWN,0
EB-0000155,EB SL Ruby 1045,EB SL RUBY 15/16 1mm,EB SL RUBY 15/16 1mm,1,0.039,0.5733333333,LF,EB,1045,108450,1020,UKNOWN,0
EB-0000156,EB SL Sierra 1045,EB SL SIERRA 15/16 1mm,EB SL SIERRA 15/16 1mm,1,0.039,0.5733333333,LF,EB,1045,108550,1020,UKNOWN,0
EB-0000159,EB CL Stratos Pinea 1045,EB CL Stratos Pinea 1mm LM37,EB M Stratos Pinea 1mm LM37,1,0.039,0.3349333333,LF,EB,1030,110745,1020,UKNOWN,0
EB-0000161,EB CL Carbone 1045,EB CL Carbone 1mm LM08,EB M Carbone 1mm LM08,1,0.039,0.3252,LF,EB,1030,110630,1020,UKNOWN,0
EB-0000163,M Khaki Linen,CL Khaki Linen,EB M KHAKI LINEN 1MM FA44,1,0.039,0.3654133333,LF,EB,1037,110850,1020,UKNOWN,0
EB-0000165,EB CL Oregon Pine 1045,EB CL Oregon Pine 1mm LK84,EB M Oregon Pine 1mm LK84,1,0.039,0.4019466667,LF,EB,1030,110620,1020,UKNOWN,0
EB-0000166,M Rustic Oak,CL Rustic Oak,EB M Rustic Oak 1mm LN26,1,0.039,0.3333333333,LF,EB,1037,110720,1020,UKNOWN,0
EB-0000167,EB Gotta Havit 1045,EB GOTTA HAVIT 3M 15/16  5121P,EB GOTTA HAVIT 3M 15/16  5121P,1,0.118,0.616,LF,EB,3030,129640,1020,UKNOWN,0
EB-0000172,EB Black Hi Gloss 1045,EB BLACK HI GLOSS 15/16 1MM,EB BLACK HI GLOSS 15/16 1MM,1,0.039,0.6033733333,LF,EB,1045,114451,1020,UKNOWN,0
EB-0000174,U Zahara,U Zahara DISCONTINUED,EB U ZAHARA 15/16 1mm,1,0.039,0.1386666667,LF,EB,1037,167025,1020,UKNOWN,0
EB-0000175,U Ember,U Ember,EB U EMBER 15/16 1mm,1,0.039,0.1386666667,LF,EB,1037,167005,1020,UKNOWN,0
EB-0000176,EB CL Nove Daniella 1045,EB CL Nove Daniella 1mm LM17,EB M Nove Daniella 1mm LM17,1,0.039,0.3252,LF,EB,1030,110640,1020,UKNOWN,0
EB-0000177,EB CL Tuscan Cypress 1045,EB CL Tuscan Cypress 1mm S072,EB M Tuscan Cypress 1mm S072,1,0.039,0.3333333333,LF,EB,1030,110760,1020,UKNOWN,0
EB-0000183,EB CL Toasted Espresso 1045,EB CL Toasted Espresso 1mm S071,EB M Toasted Espresso 1mm S071,1,0.039,0.3252,LF,EB,1030,110750,1020,UKNOWN,0
EB-0000188,EB CL Vineyard Oak 1045,EB CL Vineyard Oak 1mm LN30,EB M Vineyard Oak 1mm LN30,1,0.039,0.33496,LF,EB,1030,110740,1020,UKNOWN,0
EB-0000189,Willow Grey,Willow Grey,EB WILLOW GREY 3MM 15/16,1,0.118,0.8,LF,EB,3030,174360,1020,UKNOWN,0
EB-0000191,EB CL Makassaro 1045,EB CL Makassaro 1mm LK00,EB M Makassaro 1mm LK00,1,0.039,0.33496,LF,EB,1030,110600,1020,UKNOWN,0
EB-0000193,EB SL ALABASTER 1045,EB SL ALABASTER 15/16 1mm,EB SL ALABASTER 15/16 1mm,1,0.039,0.5733333333,LF,EB,1045,108050,1020,UKNOWN,0
EB-0000196,EB CL Lounge Brown 1045,EB CL Lounge Brown 1mm S028,EB M Lounge Brown 1mm S028,1,0.039,0.3349333333,LF,EB,1030,110655,1020,UKNOWN,0
EB-0000197,EB CL Aspen Oak 1045,EB CL Aspen Oak 1mm LM67,EB M Aspen Oak 1mm LM67,1,0.039,0.3252,LF,EB,1030,110690,1020,UKNOWN,0
EB-0000198,EB CL Palisandro Wlnut 1045,EB CL Palisandro Wlnut 1mm LM98,EB M Palisandro Wlnut 1mm LM98,1,0.039,0.3252,LF,EB,1030,110670,1020,UKNOWN,0
EB-0000202,EB SL Graphite 1045,EB SL GRAPHITE 15/16 1mm,EB SL GRAPHITE 15/16 1mm,1,0.039,0.6933333333,LF,EB,1045,108350,1020,UKNOWN,0
EB-0000218,EB CL Java Chestnut 1045,EB CL Java Chestnut 1mm S012,EB M Java Chestnut 1mm S012,1,0.039,0.33496,LF,EB,1030,110830,1020,UKNOWN,0
EB-0000224,EB Bamboo 1045,EB Bamboo 1mm LM14,EB Bamboo 1mm LM14,1,0.039,0.33496,LF,EB,1040,110650,1020,UKNOWN,0
EB-0000232,Twilight,Twilight,EB TWILIGH 018 1 5/16 PANW265R,1,0.018,0.267,LF,EB,1037,165950,1020,UKNOWN,0
EB-0000233,Fog Grey,Fog Grey,EB FOG GREY 3M 1 15/16 2425,1,0.118,0.3521333333,LF,EB,3060,126600,1020,UKNOWN,0
EB-0000235,Nutmeg Cherry,EB NUTMEG CHERRY 3M 15/16 4275,EB NUTMEG CHERRY 3M 15/16 4275,1,0.118,0.5186666667,LF,EB,3030,150850,1020,UKNOWN,0
EB-0000256,EB Oxford White 2045,EB OX WHT 2M 15/16   2001,EB OX WHT 2M 15/16   2001,1,0.078,0.2426666667,LF,EB,2030,110100,1020,UKNOWN,0
EB-0000262,EB M Lakeshore Oak,CL Lakeshore Oak,EB M Lakeshore Oak 1mm LN28,1,0.039,0.33496,LF,EB,1037,110730,1020,UKNOWN,0
EB-0000263,EB Riviera Maple 3030,EB RIVIERA MAPLE 3M 15/16  3728,EB RIVIERA MAPLE 3M 15/16  3728,1,0.118,0.7174666667,LF,EB,3030,159350,1020,UKNOWN,0
EB-0000273,Brown Pearwood(Choc Pear),Brown Pearwood,EB BROWN PEARW   3M 15/16 4763,1,0.118,0.5186533333,LF,EB,3030,115000,1020,UKNOWN,0
EB-0000287,Antique White,EB Antique Wht 15/16 1MM,EB Antique Wht 15/16 1MM,1,0.039,0.2333333333,LF,EB,1045,111580,1020,UKNOWN,0
EB-0000294,Cabinet Almond,Cabinet Almond,EB CAB ALMOM 3M 15/16  2114,1,0.118,0.356,LF,EB,3030,110200,1020,UKNOWN,0
EB-0000298,Black,Black,EB BLACK  3M 15/16    2416,1,0.118,0.356,LF,EB,3030,114450,1020,UKNOWN,0
EB-0000306,Hardrock Maple,Hardrock Maple,EB HRDROCK MAPLE 3M 15/16 4125,1,0.118,0.4,LF,EB,3030,132020,1020,UKNOWN,0
EB-0000308,Black,Black,EB BLACK 3M 1 5/16 2416,1,0.118,0.4398666667,LF,EB,3060,114450,1020,UKNOWN,0
EB-0000311,EB Cabinet Almond 1045,EB Cab Almond 15/16 1mm,EB Cab Almond 15/16 1mm,1,0.039,0.1466666667,LF,EB,1045,110200,1020,UKNOWN,0
EB-0000314,EB Oxford White 3030,EB OX WHITE 3M 1 5/16 2001,EB OX WHITE 3M 1 5/16 2001,1,0.118,0.5013333333,LF,EB,3060,110100,1020,UKNOWN,0
EB-0000315,EB Cabinet Almond 1020,EB CAB  ALM   FE 018 5/8 2114,EB CAB  ALM   FE 018 5/8 2114,1,0.018,0.032,LF,EB,1020,110200,1020,UKNOWN,0
EB-0000316,EB Oxford White 1020,EB OX WHITE FE .018 5/8 2001,EB OX WHITE FE .018 5/8 2001,1,0.018,0.054,LF,EB,1020,110100,1020,UKNOWN,0
EB-0000317,Absolute Acajou,Absolute Acajou,EB Absolute Acajou 1mm,1,0.039,0.363,LF,EB,1037,111000,1020,EDGBANDING SERVICES,8310
EB-0000318,EB Aimtoo Savatre 1037,EB Aimtoo Savatre 1mm,EB Aimtoo Savatre 1mm,1,0.039,0.363,LF,EB,1037,123065,1020,EDGBANDING SERVICES,3246
EB-0000319,Antique White,Antique White,EB Antique White 1mm,1,0.039,0.363,LF,EB,1037,111580,1020,EDGBANDING SERVICES,2115
EB-0000320,Arbor Myrtle,Arbor Myrtle,EB Arbor Myrtle 1mm,1,0.039,0.363,LF,EB,1037,111710,1020,EDGBANDING SERVICES,4488
EB-0000321,EB Backwoods Syc.  1037,EB Backwoods Syc.  1mm,EB Backwoods Syc.  1mm,1,0.039,0.363,LF,EB,1037,114050,1020,EDGBANDING SERVICES,4489
EB-0000322,EB Bankers Grey 1037,EB Bankers Grey 1mm,EB Bankers Grey 1mm,1,0.039,0.363,LF,EB,1037,114075,1020,EDGBANDING SERVICES,2477
EB-0000323,EB Birch  1037,EB Birch  1mm,EB Birch  1mm,1,0.039,0.363,LF,EB,1037,114350,1020,EDGBANDING SERVICES,2224
EB-0000324,Black,Black,EB Black 1mm,1,0.039,0.363,LF,EB,1037,114450,1020,EDGBANDING SERVICES,2416
EB-0000325,Brown Pearwood(Choc Pear),Brown Pearwood,EB Brown Pearwood  1mm,1,0.039,0.363,LF,EB,1037,115000,1020,EDGBANDING SERVICES,4763
EB-0000326,Cabinet Almond,Cabinet Almond,EB Cab. Almond  1mm,1,0.039,0.363,LF,EB,1037,110200,1020,EDGBANDING SERVICES,2114
EB-0000327,EB Country Maple  1037,EB Country Maple  1mm,EB Country Maple  1mm,1,0.039,0.363,LF,EB,1037,117680,1020,EDGBANDING SERVICES,4901
EB-0000328,Custom Gray,Custom Gray,EB Custom Gray  1mm,1,0.039,0.363,LF,EB,1037,117850,1020,EDGBANDING SERVICES,2454
EB-0000329,Ebony Sand,Ebony Sand,EB Ebony Sand  1mm,1,0.039,0.363,LF,EB,1037,123050,1020,EDGBANDING SERVICES,6623
EB-0000330,EB Exquiite Elm 1037,EB Exquiite Elm  1mm,EB Exquiite Elm  1mm,1,0.039,0.363,LF,EB,1037,123950,1020,EDGBANDING SERVICES,8312
EB-0000331,EB Fog Gray 1037,Fog Grey,EB Fog Gray  1mm,1,0.039,0.363,LF,EB,1037,126600,1020,EDGBANDING SERVICES,2425
EB-0000332,EB Gotta Havit 1037,EB Gotta Havit  1mm,EB Gotta Havit  1mm,1,0.039,0.363,LF,EB,1037,129640,1020,EDGBANDING SERVICES,5121
EB-0000333,Hardrock Maple,Hardrock Maple,EB Hardrock Maple  1mm,1,0.039,0.363,LF,EB,1037,132020,1020,EDGBANDING SERVICES,4125
EB-0000334,Negotiating in Geneva,Negotiating In Geneva,EB Neg in Geneva  1mm,1,0.039,0.363,LF,EB,1037,150200,1020,EDGBANDING SERVICES,1518
EB-0000335,Witchcraft,Witchcraft,EB Witchcraft  1mm,1,0.039,0.363,LF,EB,1037,150350,1020,EDGBANDING SERVICES,4887
EB-0000336,Nutmeg Cherry,Nutmeg Cherry,EB Nutmeg Cherry  1mm,1,0.039,0.363,LF,EB,1037,150850,1020,EDGBANDING SERVICES,4275
EB-0000337,EB Opto Printatre 1037,EB Opto Printatre  1mm,EB Opto Printatre  1mm,1,0.039,0.363,LF,EB,1037,123067,1020,EDGBANDING SERVICES,3248
EB-0000338,Oxford White,Oxford White,EB Oxford White  1mm,1,0.039,0.363,LF,EB,1037,110100,1020,EDGBANDING SERVICES,2001
EB-0000339,EB Peach Cobbler 1037,EB Peach Cobbler 1mm,EB Peach Cobbler 1mm,1,0.039,0.363,LF,EB,1037,152180,1020,EDGBANDING SERVICES,30147
EB-0000340,Pepperdust,Pepperdust,EB Pepperdust  1mm,1,0.039,0.363,LF,EB,1037,156260,1020,EDGBANDING SERVICES,2495
EB-0000341,EB Riviera Maple 1037,EB Riviera Maple  1mm,EB Riviera Maple  1mm,1,0.039,0.363,LF,EB,1037,159350,1020,EDGBANDING SERVICES,3728
EB-0000342,EB Slate 1037,EB Slate  1mm,EB Slate  1mm,1,0.039,0.363,LF,EB,1037,162401,1020,EDGBANDING SERVICES,2431
EB-0000343,Storm,Storm,EB Storm  1mm,1,0.039,0.363,LF,EB,1037,162800,1020,EDGBANDING SERVICES,2471
EB-0000344,EB Sunrise 1037,EB Sunrise  1mm,EB Sunrise  1mm,1,0.039,0.363,LF,EB,1037,162850,1020,EDGBANDING SERVICES,4102
EB-0000345,EB Sunset 1037,EB Sunset  1mm,EB Sunset  1mm,1,0.039,0.363,LF,EB,1037,162860,1020,EDGBANDING SERVICES,4101
EB-0000346,EB Tiramisu 1037,EB Tiramisu  1mm,EB Tiramisu  1mm,1,0.039,0.363,LF,EB,1037,165330,1020,EDGBANDING SERVICES,30151
EB-0000347,EB Toasted Coconut 1037,EB Toasted Coconut  1mm,EB Toasted Coconut  1mm,1,0.039,0.363,LF,EB,1037,165580,1020,EDGBANDING SERVICES,30152
EB-0000348,Trytoo Savatre,Trytoo Savatre,EB Trytoo Savatre  1mm,1,0.039,0.363,LF,EB,1037,123064,1020,EDGBANDING SERVICES,3245
EB-0000349,EB TL Black 1037,TL Black,EB TL Black   1mm,1,0.039,0.363,LF,EB,1037,165352,1020,EDGBANDING SERVICES,2416AA
EB-0000350,SALT Lakeshore Oak,S Lakeshore Oak,EB SALT LAKESHORE OAK 1mm,1,0.039,0.363,LF,EB,1037,164000,1020,EDGBANDING SERVICES,0
EB-0000351,SALT Antracite Linen,S Antracite Linen,EB SALT Antracite Linen 1mm,1,0.039,0.363,LF,EB,1037,164001,1020,PETERMANLUMBER,GSX7R
EB-0000352,EB SALT Bianco 1037,EB SALT Bianco 1mm,EB SALT Bianco 1mm,1,0.039,0.363,LF,EB,1037,164005,1020,PETERMANLUMBER,GS68R
EB-0000353,EB SALT Bruciato 1037,EB SALT Bruciato 1mm,EB SALT Bruciato 1mm,1,0.039,0.363,LF,EB,1037,164007,1020,PETERMANLUMBER,SME005
EB-0000354,EB SALT Buff Linen 1037,EB SALT Buff Linen 1mm,EB SALT Buff Linen 1mm,1,0.039,0.363,LF,EB,1037,164009,1020,PETERMANLUMBER,GS20M
EB-0000355,SALT Canyon Bleach,S Canyon Bleach,EB SALT Canyon Bleach 1mm,1,0.039,0.363,LF,EB,1037,164010,1020,PETERMANLUMBER,GSD23
EB-0000356,EB SALT Canyon Charcoal 1037,EB SALT Canyon Charcoal 1mm,EB SALT Canyon Charcoal 1mm,1,0.039,0.363,LF,EB,1037,164012,1020,PETERMANLUMBER,GSTM2
EB-0000357,EB SALT Canyon Oak 1037,EB SALT Canyon Oak 1mm,EB SALT Canyon Oak 1mm,1,0.039,0.363,LF,EB,1037,164014,1020,PETERMANLUMBER,GSD17
EB-0000358,EB SALT Canyon Walnut 1037,EB SALT Canyon Walnut 1mm,EB SALT Canyon Walnut 1mm,1,0.039,0.363,LF,EB,1037,164016,1020,PETERMANLUMBER,GSD18
EB-0000359,EB SALT Carbone 1037,EB SALT Carbone 1mm,EB SALT Carbone 1mm,1,0.039,0.363,LF,EB,1037,164018,1020,PETERMANLUMBER,GSDH3
EB-0000360,EB SALT Eucalipto Brown 1037,EB SALT Eucalipto Brown 1mm,EB SALT Eucalipto Brown 1mm,1,0.039,0.363,LF,EB,1037,164020,1020,PETERMANLUMBER,GSDB3
EB-0000361,EB SALT Eucalipto Dark 1037,EB SALT Eucalipto Dark 1mm,EB SALT Eucalipto Dark 1mm,1,0.039,0.363,LF,EB,1037,164023,1020,PETERMANLUMBER,GSDB4
EB-0000362,EB SALT Eucalipto Grey 1037,EB SALT Eucalipto Grey 1mm,EB SALT Eucalipto Grey 1mm,1,0.039,0.363,LF,EB,1037,164025,1020,PETERMANLUMBER,GSDB1
EB-0000363,EB SALT Eucalipto White 1037,EB SALT Eucalipto White 1mm,EB SALT Eucalipto White 1mm,1,0.039,0.363,LF,EB,1037,164027,1020,PETERMANLUMBER,GSDB1
EB-0000364,EB SALT Fantasia 1037,EB SALT Fantasia 1mm,EB SALT Fantasia 1mm,1,0.039,0.363,LF,EB,1037,164030,1020,PETERMANLUMBER,GS40R
EB-0000365,EB SALT Faro Oak 1037,EB SALT Faro Oak 1mm,EB SALT Faro Oak 1mm,1,0.039,0.363,LF,EB,1037,164035,1020,PETERMANLUMBER,GS37M
EB-0000366,EB SALT Fumo 1037,EB SALT Fumo 1mm,EB SALT Fumo 1mm,1,0.039,0.363,LF,EB,1037,164037,1020,PETERMANLUMBER,GSP32
EB-0000367,EB SALT Mahnolia Linen 1037,EB SALT Mahnolia Linen 1mm,EB SALT Mahnolia Linen 1mm,1,0.039,0.363,LF,EB,1037,164039,1020,PETERMANLUMBER,GSDE6
EB-0000368,SALT Maranello,S Maranello,EB SALT Maranello 1mm,1,0.039,0.363,LF,EB,1037,164041,1020,PETERMANLUMBER,GS61M
EB-0000369,EB SALT Moca 1037,EB SALT Moca 1mm,EB SALT Moca 1mm,1,0.039,0.363,LF,EB,1037,164045,1020,PETERMANLUMBER,GSP20
EB-0000370,EB SALT Noce Ribera 1037,EB SALT Noce Ribera 1mm,EB SALT Noce Ribera 1mm,1,0.039,0.363,LF,EB,1037,164049,1020,PETERMANLUMBER,GSDF2
EB-0000371,EB SALT Olmo Cafe 1037,EB SALT Olmo Cafe 1mm,EB SALT Olmo Cafe 1mm,1,0.039,0.363,LF,EB,1037,164055,1020,PETERMANLUMBER,SM4584
EB-0000372,EB SALT Olmo Fume  1037,EB SALT Olmo Fume  1mm,EB SALT Olmo Fume  1mm,1,0.039,0.363,LF,EB,1037,164060,1020,PETERMANLUMBER,0
EB-0000373,EB SALT Olmo Miele  1037,EB SALT Olmo Miele  1mm,EB SALT Olmo Miele  1mm,1,0.039,0.363,LF,EB,1037,164100,1020,PETERMANLUMBER,SM4565
EB-0000374,SALT Palisandro Azuro,S Palisandro Azuro,EB SALT Palisandro Azuro 1mm,1,0.039,0.363,LF,EB,1037,164120,1020,PETERMANLUMBER,GSDF8
EB-0000375,EB SALT Palisandro Grigio 1037,EB SALT Palisandro Grigio 1mm,EB SALT Palisandro Grigio 1mm,1,0.039,0.363,LF,EB,1037,164125,1020,PETERMANLUMBER,GSDF9
EB-0000376,EB SALT Palisandro Walnut 1037,EB SALT Palisandro Walnut 1mm,EB SALT Palisandro Walnut 1mm,1,0.039,0.363,LF,EB,1037,164130,1020,PETERMANLUMBER,GSDF6
EB-0000377,EB SALT Pampas 1037,EB SALT Pampas 1mm,EB SALT Pampas 1mm,1,0.039,0.363,LF,EB,1037,164140,1020,PETERMANLUMBER,SMW006
EB-0000378,SALT Panna,S Panna,EB SALT Panna 1mm,1,0.039,0.363,LF,EB,1037,164150,1020,PETERMANLUMBER,GS98R
EB-0000379,EB SALT Rovere Agento 1037,EB SALT Rovere Agento 1mm,EB SALT Rovere Agento 1mm,1,0.039,0.363,LF,EB,1037,164160,1020,PETERMANLUMBER,GSDH1
EB-0000380,EB SALT Rovere Grigio 1037,EB SALT Rovere Grigio 1mm,EB SALT Rovere Grigio 1mm,1,0.039,0.363,LF,EB,1037,164170,1020,PETERMANLUMBER,GSDH2
EB-0000381,EB SALT Rovere Sabbia 1037,EB SALT Rovere Sabbia 1mm,EB SALT Rovere Sabbia 1mm,1,0.039,0.363,LF,EB,1037,164175,1020,PETERMANLUMBER,GSP01
EB-0000382,EB SALT Rustica 1037,EB SALT Rustica 1mm,EB SALT Rustica 1mm,1,0.039,0.363,LF,EB,1037,164180,1020,PETERMANLUMBER,GSDF3
EB-0000383,SALT Rustic Oak,S Rustic Oak,EB SALT Rustic Oak 1mm,1,0.039,0.363,LF,EB,1037,164190,1020,PETERMANLUMBER,GSDF5
EB-0000384,EB SALT Sonoma 1037,EB SALT Sonoma 1mm,EB SALT Sonoma 1mm,1,0.039,0.363,LF,EB,1037,164200,1020,PETERMANLUMBER,GSD18
EB-0000385,EB SALT Taiga 1037,EB SALT Taiga 1mm,EB SALT Taiga 1mm,1,0.039,0.363,LF,EB,1037,164210,1020,PETERMANLUMBER,SMW004
EB-0000386,EB SALT Teak Scuro 1037,EB SALT Teak Scuro 1mm,EB SALT Teak Scuro 1mm,1,0.039,0.363,LF,EB,1037,164220,1020,PETERMANLUMBER,GSDE9
EB-0000387,EB SALT Uva 1037,EB SALT Uva 1mm,EB SALT Uva 1mm,1,0.039,0.363,LF,EB,1037,164250,1020,PETERMANLUMBER,GSP25
EB-0000388,EB U Canvas 1037,U Canvas,EB U Canvas 1MM,1,1,0.363,LF,EB,1037,166660,1020,EDGEBANDING SERVICES,0
EB-0000389,Fog Grey,Fog Grey,EB Fog Grey 3M 15/16,1,0.118,0.356,LF,EB,3030,126600,1020,EDGEBANDING SERVICES,0
EB-0000390,EB Oxford White 1MM  1 5/16,"EB Oxford White 1""  Dolce ","EB Oxford White 1""  Dolce ",1,0.118,0.49,LF,EB,3047,110100,1020,REHAU,0
EB-0000391,Absolute Acajou,TL Absolute Acajou,EB TL Absolute Acajou  1mm,1,0.039,0.38,LF,EB,1037,165350,1020,EDGEBANDING SERVICES,8310AA
EB-0000392,EB TL Aimtoo Savatre  1037,EB TL Aimtoo Savatre  1mm,EB TL Aimtoo Savatre  1mm,1,0.039,0.66,LF,EB,1037,165351,1020,EDGEBANDING SERVICES,3446AA
EB-0000393,EB TL Exquisite Elm 1037,EB TL Exquisite Elm 1mm,EB TL Exquisite Elm 1mm,1,0.039,0.52,LF,EB,1037,165353,1020,EDGEBANDING SERVICES,8312AA
EB-0000394,EB TL Kona Blend  1037,EB TL Kona Blend  1mm,EB TL Kona Blend  1mm,1,0.039,0.67,LF,EB,1037,165360,1020,EDGEBANDING SERVICES,3095AA
EB-0000395,Looks Likatre,TL Looks Likatre,EB TL Looks Likatre 1mm,1,0.039,0.38,LF,EB,1037,165354,1020,EDGEBANDING SERVICES,8578TFA
EB-0000396,EB TL Opto Printatre  1037,EB TL Opto Printatre  1mm,EB TL Opto Printatre  1mm,1,0.039,0.52,LF,EB,1037,165355,1020,EDGEBANDING SERVICES,3248AA
EB-0000397,EB TL Opulant Olmo 1037,EB TL Opulant Olmo 1mm,EB TL Opulant Olmo 1mm,1,0.039,0.51,LF,EB,1037,165356,1020,EDGEBANDING SERVICES,8311AA
EB-0000398,TL Oxford White,TL Oxford White,EB TL OXFORD WHITE 1MM,1,0.039,0.42,LF,EB,1037,165357,1020,EDGEBANDING SERVICES,2001AA
EB-0000399,TL Trytoo Savatre,TL Trytoo Savatre,EB TL Trytoo Savatre  1mm,1,0.039,0.57,LF,EB,1037,165358,1020,EDGEBANDING SERVICES,3245AA
EB-0000400,EB Afternoon Shw 1037,Afternoon Showers,EB Afternoon Shw 1mm,1,0.039,0.363,LF,EB,1037,111250,1020,EDGBANDING SERVICES,5123
EB-0000401,Gunstock Walnut,Gunstock Walnut,EB Gunstock Walnut 1mm,1,0.039,0.363,LF,EB,1037,129850,1020,EDGBANDING SERVICES,5139
EB-0000402,Select Walnut,Select Walnut,Eb Select Walnut 1mm,1,0.039,0.363,LF,EB,1037,162210,1020,EDGBANDING SERVICES,3113
EB-0000403,Mahogany,Mahogany,EB Mahogany 1mm,1,0.039,0.363,LF,EB,1037,147010,1020,EDGBANDING SERVICES,3645
EB-0000404,Mahogany Impression,Mahogany Impression,EB Mahogany Imp. 1mm,1,0.039,0.363,LF,EB,1037,147030,1020,EDGBANDING SERVICES,4726
EB-0000405,U Coastal Pear,U Coastal Pear,EB U Coastal Pear 1mm,1,0.039,0.363,LF,EB,1037,166690,1020,EDGBANDING SERVICES,4736
EB-0000406,U Esterel,U Esterel,EB U Esterel 1mm,1,0.039,0.363,LF,EB,1037,167007,1020,EDGBANDING SERVICES,30403E5M
EB-0000407,U Memento Rio,U Memento Rio DISCONTINUED,EB U Memento / Rio 1mm,1,0.039,0.363,LF,EB,1037,167035,1020,EDGBANDING SERVICES,8776AATF
EB-0000408,U Minosa,U Mimosa,EB U Minosa 1mm,1,0.039,0.363,LF,EB,1037,167012,1020,EDGBANDING SERVICES,30399AAMTF
EB-0000409,U Mistral,U Mistral,EB U Mistral 1mm,1,0.039,0.363,LF,EB,1037,167013,1020,EDGBANDING SERVICES,30401
EB-0000410,U Monaco,U Monaco,EB U Monaco 1mm,1,0.039,0.363,LF,EB,1037,167014,1020,EDGBANDING SERVICES,30405E5MTF
EB-0000411,U Nova White,U Nova White,EB U Nova White 1mm,1,0.039,0.363,LF,EB,1037,167017,1020,EDGBANDING SERVICES,0
EB-0000412,U Reflexion,U Reflexion,EB U Reflexion 1mm,1,0.039,0.363,LF,EB,1037,167018,1020,EDGBANDING SERVICES,30395AAM
EB-0000413,Looks Likatre,Looks Likatre,EB Looks Likatre ,1,0.039,0.365,LF,EB,1037,123060,1020,EDGEBANDING SERVICES,0
EB-0000414,Mocha Cherry,Mocha Cherry,EB Mocha Cherry ,1,0.039,0.365,LF,EB,1037,147450,1020,EDGEBANDING SERVICES,0
EB-0000416,EB Willow Gray 1037,Willow Grey,EB Willow Gray ,1,0.039,0.365,LF,EB,1037,174360,1020,EDGEBANDING SERVICES,0
EB-0000417,U Cannes,U Cannes,EB U Cannes,1,0.039,0.365,LF,EB,1037,166650,1020,EDGEBANDING SERVICES,0
EB-0000418,U Cassis,U Cassis,EB U Cassis ,1,0.039,0.365,LF,EB,1037,166675,1020,EDGEBANDING SERVICES,0
EB-0000419,U Nizza,U Nizza,EB U Nizza,1,0.039,0.365,LF,EB,1037,167016,1020,EDGEBANDING SERVICES,0
EB-0000420,U Skye,U Skye,EB U Skye ,1,0.039,0.365,LF,EB,1037,167021,1020,EDGEBANDING SERVICES,0
EB-0000421,U Chino Linen,U Chino,EB U Chino Linen,1,0.039,0.365,LF,EB,1037,166680,1020,EDGEBANDING SERVICES,0
EB-0000422,T Sunday Brunch,T Sunday Brunch,EB T Sunday Brunch,1,0.039,0.365,LF,EB,1037,107625,1020,EDGEBANDING SERVICES,0
EB-0000423,T Tea For Two,T Tea For Two,EB Tea For Two,1,0.039,0.365,LF,EB,1037,107700,1020,EDGEBANDING SERVICES,0
EB-0000424,M Cool Grey Linen,CL Cool Grey Linen,EB CL Cool Grey Linen,1,0.039,0.365,LF,EB,1037,110860,1020,EDGEBANDING SERVICES,0
EB-0000425,EB M Rialto ,CL Rialto,EB CL Rialto ,1,0.039,0.365,LF,EB,1037,110710,1020,EDGEBANDING SERVICES,0
GL-0000001,Glass 1/8 Smoked Grylite II,Glass 1/8 Smoked Grylite II,Glass 1/8 Smoked Grylite II,1,0.13,23.5,SQFT,GL,0,0,0,PRL GLASS ,0
GL-0000002,Glass 1/8 Frosted ,Glass 1/8 Frosted ,Glass 1/8 Frosted ,1,0.13,39.5,SQFT,GL,0,0,0,PRL GLASS ,0
GL-0000003,Glass 1/8 Clear Annealed ,Glass 1/8 Clear Annealed ,Glass 1/8 Clear Annealed ,1,0.13,8.17,SQFT,GL,0,0,0,PRL GLASS ,0
