SKU,Name,DisplayName,Description,Thickness,RetailPrice,UOF,ProductType,ItemTypeCode,ItemColorCode,ItemProfileCode,VendorName,VendorItemNum
EB-0000303,EB Nutmeg Cherry 1040,Nutmeg Cherry,EB NUTME CHE 018 1 5/16 4275,0.018,0.069,LF,EB,1040,150850,1020,UKNOWN,0
EB-0000304,EB Hardrock Maple 1040,Hardrock Maple,EB HARDRCK MAP 018 1 5/16 4125,0.018,0.069,LF,EB,1040,132020,1020,UKNOWN,0
EB-0000305,EB English Oak 1030,English Oak,EB ENGLISH OAK 018 15/16 5469,0.018,0.105,LF,EB,1030,123550,1020,UKNOWN,0
EB-0000306,EB Hardrock Maple 3030,Hardrock Maple,EB HRDROCK MAPLE 3M 15/16 4125,0.118,0.4,LF,EB,3030,132020,1020,UKNOWN,0
EB-0000307,EB Trytoo Savatre 1030,Trytoo Savatre,EB TRYTOO SAVATRE.018 3245,0.018,0.105,LF,EB,1040,123064,1020,UKNOWN,0
EB-0000308,EB Black 3030,Black,EB BLACK 3M 1 5/16 2416,0.118,0.44,LF,EB,3060,114450,1020,UKNOWN,0
EB-0000309,EB Black 1040,Black,EB BLACK 018 1 5/16 2416R,0.018,0.041,LF,EB,1040,114450,1020,UKNOWN,0
EB-0000310,EB Brown Pearwood 1040,Brown Pearwood,EB BROWN PEAR  018 1 5/16 4763,0.018,0.063,LF,EB,1040,115000,1020,UKNOWN,0
EB-0000311,EB Cabinet Almond 1045,Natural Almond,EB Cab Almond 15/16 1mm,0.039,0.147,LF,EB,1045,110200,1020,UKNOWN,0
EB-0000312,EB Arbor Myrtle 1040,Arbor Myrtle,EB Arbor Myt  018 1in 5/16 4488,0.018,0.069,LF,EB,1040,111710,1020,UKNOWN,0
EB-0000313,EB Oxford White 1040,Oxford White,EB OX WHIT 018 1 5/16 2001,0.018,0.096,LF,EB,1040,110100,1020,UKNOWN,0
EB-0000314,EB Oxford White 3030,Oxford White,EB OX WHITE 3M 1 5/16 2001,0.118,0.501,LF,EB,3060,110100,1020,UKNOWN,0
EB-0000315,EB Cabinet Almond 1020,Natural Almond,EB CAB  ALM   FE 018 5/8 2114,0.018,0.032,LF,EB,1020,110200,1020,UKNOWN,0
EB-0000316,EB Oxford White 1020,Oxford White,EB OX WHITE FE .018 5/8 2001,0.018,0.054,LF,EB,1020,110100,1020,UKNOWN,0
HW-0000001,Draw Bolt,Draw Bolt,Draw Bolt,1,0.363,EA,HW,0,0,0,HAFELE,262.93.952
HW-0000002,CABLE TRUNK SINGLE J PVC BLACK,CABLE TRUNK SINGLE J PVC BLACK,CABLE TRUNK SINGLE J PVC BLACK,1,10.4,EA,HW,0,0,0,HAFELE,829.15.302
HW-0000003,BOLT STAR 1/4X2  EXPANSION ANC,BOLT STAR 1/4X2  EXPANSION ANC,BOLT STAR 1/4X2  EXPANSION ANC,1,0.2,EA,HW,0,0,0,UKNOWN,0
HW-0000004,Brace - Plastic Corner,Brace - Plastic Corner,Brace - Plastic Corner,1,0.133,EA,HW,0,0,0,USINDUSTRIAL,71191693
HW-0000005,File Rail - Aluminum L - 8ft,File Rail - Aluminum L - 8ft,File Rail - Aluminum L - 8ft,1,5.559,LF,HW,0,0,0,INDUSTRIALMETAL,63A05006
HW-0000006,Cap - Confirmat - Almond,Cap - Confirmat - Almond,Cap - Confirmat - Almond,1,0.008,EA,HW,0,0,0,HAFELE,045.01.400
HW-0000007,Cap - Confirmat - White,Cap - Confirmat - White,Cap - Confirmat - White,1,0.008,EA,HW,0,0,0,HAFELE,045.01.704
HW-0000008,Cap - Screw - Almond,Cap - Screw - Almond,Cap - Screw - Almond,1,0.023,EA,HW,0,0,0,HAFELE,045.22.400
HW-0000009,Cap - Screw - White,Cap - Screw - White,Cap - Screw - White,1,0.023,EA,HW,0,0,0,HAFELE,045.22.700
HW-0000010,Cap-Fast Cap - Almond,Cap-Fast Cap - Almond,Cap-Fast Cap - Almond,1,0.032,EA,HW,0,0,0,HAFELE,045.23.400
HW-0000011,CAP_FAST CAP_ ANTIQUE WHITE,CAP_FAST CAP_ ANTIQUE WHITE,CAP_FAST CAP_ ANTIQUE WHITE,1,0.031,EA,HW,0,0,0,HAFELE,045.23.710
HW-0000012,Cap - Fast Cap - White,Cap - Fast Cap - White,Cap - Fast Cap - White,1,0.032,EA,HW,0,0,0,HAFELE,045.23.700
HW-0000013,Cap-FastCap-Manitoba Maple,Cap-FastCap-Manitoba Maple,Cap-FastCap-Manitoba Maple,1,0.039,EA,HW,0,0,0,HAFELE,045.23.110
HW-0000014,Cap Fast Cap Alder Veneer 1040,Cap Fast Cap Alder Veneer 1040,Cap Fast Cap Alder Veneer 1040,1,0.038,EA,HW,0,0,0,USINDUSTRIAL,7209ALD
HW-0000015,Cap Fast Cap Maple Veneer 1040,Cap Fast Cap Maple Veneer 1040,Cap Fast Cap Maple Veneer 1040,1,0.038,EA,HW,0,0,0,USINDUSTRIAL,7209MPL
HW-0000016,Cap Fast Cap Red Oak Ven 1040,Cap Fast Cap Red Oak Ven 1040,Cap Fast Cap Red Oak Ven 1040,1,0.038,EA,HW,0,0,0,USINDUSTRIAL,7209ROK
HW-0000017,Caster  Channel 2in,Caster  Channel 2in,Caster  Channel 2in,1,0.71,EA,HW,0,0,0,USINDUSTRIAL,71482408U
HW-0000018,Caster - Flat,Caster - Flat,Caster - Flat,1,0.373,EA,HW,0,0,0,USINDUSTRIAL,71482408
HW-0000019,"DOWEL WOOD 8X35MM 20,000","DOWEL WOOD 8X35MM 20,000","DOWEL WOOD 8X35MM 20,000",1,0.009,EA,HW,0,0,0,HAFELE,267.83.235
HW-0000020,CLIP EARTHQUAKE CL  282.47.402,CLIP EARTHQUAKE CL  282.47.402,CLIP EARTHQUAKE CL  282.47.402,1,0.224,EA,HW,0,0,0,HAFELE,282.47.402
HW-0000022,DOOR BUMPER 8M  CLR,DOOR BUMPER 8M  CLR,DOOR BUMPER 8M  CLR,1,0.03,EA,HW,0,0,0,HAFELE,356.21.428
HW-0000023,FastCap Drawer Bumper Screw,FastCap Drawer Bumper Screw,FastCap Drawer Bumper Screw,1,0.299,EA,HW,0,0,0,HAFELE,430.07.409
HW-0000024,FastCap Drawer bumper,FastCap Drawer bumper,FastCap Drawer bumper,1,0.717,EA,HW,0,0,0,HAFELE,430.07.400
HW-0000025,Garage Leg Leveler Black 4/Set,Garage Leg Leveler Black 4/Set,Garage Leg Leveler Black 4/Set,1,3.541,ST,HW,0,0,0,HAFELE,635.06.008
HW-0000026,Garage Leg Mntg Plate Black,Garage Leg Mntg Plate Black,Garage Leg Mntg Plate Black,1,15.093,ST,HW,0,0,0,HAFELE,635.06.013
HW-0000027,Garage Leg Thread Insert Black,Garage Leg Thread Insert Black,Garage Leg Thread Insert Black,1,3.36,EA,HW,0,0,0,HAFELE,635.06.026
HW-0000028,Garage Leg Tube Brush Steel,Garage Leg Tube Brush Steel,Garage Leg Tube Brush Steel,1,43.424,EA,HW,0,0,0,HAFELE,635.20.066
HW-0000029,GARGE LEG TUBE BLK MATTE,GARGE LEG TUBE BLK MATTE,GARGE LEG TUBE BLK MATTE,1,19.531,EA,HW,0,0,0,HAFELE,635.20.368
HW-0000030,Garage Leg Tube Pol Chrome,Garage Leg Tube Pol Chrome,Garage Leg Tube Pol Chrome,1,39.851,EA,HW,0,0,0,HAFELE,635.20.266
HW-0000031,Garage Leg 80mm ,Garage Leg 80mm ,Garage Leg 80mm ,1,3.413,EA,HW,0,0,0,HAFELE,637.80.360
HW-0000032,Garage Leg 100mm,Garage Leg 100mm,Garage Leg 100mm,1,2.901,EA,HW,0,0,0,HAFELE,637.80.361
HW-0000033,Garage Leg 120mm,Garage Leg 120mm,Garage Leg 120mm,1,3.627,EA,HW,0,0,0,HAFELE,637.80.362
HW-0000034,Garage Leg 150mm,Garage Leg 150mm,Garage Leg 150mm,1,3.477,EA,HW,0,0,0,HAFELE,637.80.363
HW-0000035,Garage Leg Mounting Base,Garage Leg Mounting Base,Garage Leg Mounting Base,1,2.227,EA,HW,0,0,0,HAFELE,637.79.301
HW-0000036,Gromet - Almond - 60mm,Gromet - Almond - 60mm,Gromet - Almond - 60mm,1,1.253,EA,HW,0,0,0,HAFELE,429.99.020
HW-0000037,Gromet - Black - 60mm,Gromet - Black - 60mm,Gromet - Black - 60mm,1,1.147,EA,HW,0,0,0,HAFELE,429.99.324
HW-0000038,Gromet - Brown - 60mm,Gromet - Brown - 60mm,Gromet - Brown - 60mm,1,1.355,EA,HW,0,0,0,HAFELE,429.99.128
HW-0000039,Gromet - White - 60mm,Gromet - White - 60mm,Gromet - White - 60mm,1,1.147,EA,HW,0,0,0,HAFELE,429.99.726
HW-0000040,DAMPER FACE FRAME CORNER,DAMPER FACE FRAME CORNER,DAMPER FACE FRAME CORNER,1,2.587,EA,HW,0,0,0,HAFELE,356.15.630
HW-0000041,HINGE BUTT 3 WAY ORB,HINGE BUTT 3 WAY ORB,HINGE BUTT 3 WAY ORB,1,0.58,EA,HW,0,0,0,USINDUSTRIAL,TEH03512519R4
HW-0000042,HINGE BUTT 3 WAY SATIN NI,HINGE BUTT 3 WAY SATIN NI,HINGE BUTT 3 WAY SATIN NI,1,0.58,EA,HW,0,0,0,USINDUSTRIAL,TEH0351251154
HW-0000043,HINGE BUTT 3 WAY ANT. BRASS,HINGE BUTT 3 WAY ANT. BRASS,HINGE BUTT 3 WAY ANT. BRASS,1,0.58,EA,HW,0,0,0,USINDUSTRIAL,TEH0351251054
HW-0000044,Hinge- Corner cabinet,Hinge- Corner cabinet,Hinge- Corner cabinet,1,2.76,EA,HW,0,0,0,HAFELE,329.96.507
HW-0000045,Hinge- Blind cabinet 95,Hinge- Blind cabinet 95,Hinge- Blind cabinet 95,1,2.8,EA,HW,0,0,0,HAFELE,329.11.506
HW-0000046,Hinge- 165 Half Ovrly,Hinge- 165 Half Ovrly,Hinge- 165 Half Ovrly,1,3.507,EA,HW,0,0,0,HAFELE,329.07.618
HW-0000047,Hinge- 165 Full Ovrly,Hinge- 165 Full Ovrly,Hinge- 165 Full Ovrly,1,3.16,EA,HW,0,0,0,HAFELE,329.07.609
HW-0000050,Hinge- 110 Full Overlay,Hinge- 110 Full Overlay,Hinge- 110 Full Overlay,1,0.96,EA,HW,0,0,0,HAFELE,329.17.507
HW-0000051,HINGE FLAP 90 NICK 342.66.709,HINGE FLAP 90 NICK 342.66.709,HINGE FLAP 90 NICK 342.66.709,1,5.6,EA,HW,0,0,0,HAFELE,342.66.709
HW-0000053,Hinge- 110 Standard (300),Hinge- 110 Standard (300),Hinge- 110 Standard (300),1,0.947,EA,HW,0,0,0,HAFELE,329.17.516
HW-0000054,Hinge 110 Half Ovrly Spingless,Hinge 110 Half Ovrly Spingless,Hinge 110 Half Ovrly Spingless,1,1.308,EA,HW,0,0,0,HAFELE,329.16.519
HW-0000055,Hinge- Iron A Way Piano Hinge,Hinge- Iron A Way Piano Hinge,Hinge- Iron A Way Piano Hinge,1,14.453,EA,HW,0,0,0,IRONAWAY,1503
HW-0000056,Hinge- Lucite Door,Hinge- Lucite Door,Hinge- Lucite Door,1,3.28,EA,HW,0,0,0,HAFELE,329.21.511
HW-0000057,HINGE REV 45   329.09.514,HINGE REV 45   329.09.514,HINGE REV 45   329.09.514,1,2.56,EA,HW,0,0,0,HAFELE,329.09.514
HW-0000058,HINGE BLUM FO SC B73B355,HINGE BLUM FO SC B73B355,HINGE BLUM FO SC B73B355,1,3.64,EA,HW,0,0,0,LOUIS,B73B355
HW-0000061,FLAP STAY KIT DUO FORTE NI,FLAP STAY KIT DUO FORTE NI,FLAP STAY KIT DUO FORTE NI,1,12,EA,HW,0,0,0,HAFELE,373.66.632
HW-0000062,Hole Reducer - 5mm,Hole Reducer - 5mm,Hole Reducer - 5mm,1,0.034,EA,HW,0,0,0,HAFELE,042.98.033
HW-0000063,KD - FF - White   (1000),KD - FF - White   (1000),KD - FF - White   (1000),1,0.124,EA,HW,0,0,0,HAFELE,263.50.705
HW-0000064,KD - FF- Black   (1000),KD - FF- Black   (1000),KD - FF- Black   (1000),1,0.124,EA,HW,0,0,0,HAFELE,263.50.305
HW-0000065,KD - FF- BROWN   (1000),KD - FF- BROWN   (1000),KD - FF- BROWN   (1000),1,0.124,EA,HW,0,0,0,HAFELE,263.50.105
HW-0000066,KD - FF- Almond (1000),KD - FF- Almond (1000),KD - FF- Almond (1000),1,0.124,EA,HW,0,0,0,HAFELE,263.50.405
HW-0000067,Pegs - Chrome (2000),Pegs - Chrome (2000),Pegs - Chrome (2000),1,0.017,EA,HW,0,0,0,HAFELE,282.04.711
HW-0000068,DAYTONA PEGS,DAYTONA PEGS,DAYTONA PEGS,1,0.078,EA,HW,0,0,0,HAFELE,282.38.708
HW-0000069,PLATE BLUM CLIP  B173L810.21,PLATE BLUM CLIP  B173L810.21,PLATE BLUM CLIP  B173L810.21,1,0.36,EA,HW,0,0,0,LOUIS, B173L810
HW-0000070,Blum Mounting T Plate  FF,Blum Mounting T Plate  FF,Blum Mounting T Plate  FF,1,0.587,EA,HW,0,0,0,UKNOWN,B175L6600.22
HW-0000071,Mounting Plate (600),Mounting Plate (600),Mounting Plate (600),1,0.252,EA,HW,0,0,0,HAFELE,329.81.454
HW-0000072,Mounting Plates Face Frame,Mounting Plates Face Frame,Mounting Plates Face Frame,1,1.067,EA,HW,0,0,0,HAFELE,329.64.551
HW-0000073,PLATE HINGE 0 DEGREE,PLATE HINGE 0 DEGREE,PLATE HINGE 0 DEGREE,1,0.293,EA,HW,0,0,0,HAFELE,329.81.525
HW-0000075,Lucite Hinge Trim D Chrome,Lucite Hinge Trim D Chrome,Lucite Hinge Trim D Chrome,1,0.564,EA,HW,0,0,0,HAFELE,329.22.220
HW-0000077,Lucite Hinge Trim Rnd Chrome,Lucite Hinge Trim Rnd Chrome,Lucite Hinge Trim Rnd Chrome,1,0.747,EA,HW,0,0,0,HAFELE,329.22.210
HW-0000078,Lucite Hinge Trim Rnd Silver,Lucite Hinge Trim Rnd Silver,Lucite Hinge Trim Rnd Silver,1,0.76,EA,HW,0,0,0,HAFELE,329.22.910
HW-0000079,Lucite Hinge Trim Rnd Black,Lucite Hinge Trim Rnd Black,Lucite Hinge Trim Rnd Black,1,0.16,EA,HW,0,0,0,HAFELE,329.22.310
HW-0000081,Pole Cups - Chrome ,Pole Cups - Chrome ,Pole Cups - Chrome ,1,0.324,EA,HW,0,0,0,HAFELE,803.33.210
HW-0000082,Pole Cups - Nickle,Pole Cups - Nickle,Pole Cups - Nickle,1,0.253,EA,HW,0,0,0,HAFELE,803.33.722
HW-0000105,SCREW 8-32  5/8,SCREW 8-32  5/8,SCREW 8-32  5/8,1,0.023,EA,HW,0,0,0,HAFELE,022.25.150
HW-0000106,SCREW 8-32   1 1/4 ,SCREW 1 1/4  #8   COARSE,SCREW 1 1/4  #8   COARSE,1,0.009,EA,HW,0,0,0,HAFELE,010.23.968
HW-0000108,SCREW 8-32   1 1/2   ,SCREW 1 1/2   IN  #8-32,SCREW 1 1/2   IN  #8-32,1,0.039,EA,HW,0,0,0,HAFELE,022.25.381
HW-0000110,SCREW M4  1 9/16,SCREW 1 9/16 M4,SCREW 1 9/16 M4,1,0.024,EA,HW,0,0,0,HAFELE,022.45.403
HW-0000111,SCREW 8-32  7/8,SCREW 8-32  7/8,SCREW 8-32  7/8,1,0.028,EA,HW,0,0,0,HAFELE,022.25.229
HW-0000112,SCREW 8-32  1in,SCREW 8-32  1in,SCREW 8-32  1in,1,0.029,EA,HW,0,0,0,HAFELE,022.25.256
HW-0000113,SCREW 8-32  1 1/4,SCREW 8-32  1 1/4,SCREW 8-32  1 1/4,1,0.037,EA,HW,0,0,0,HAFELE,022.25.327
HW-0000114,SCREW 8-32  1 3/4,SCREW US DRAWER  1 3/4,SCREW US DRAWER  1 3/4,1,0.034,EA,HW,0,0,0,HAFELE,022.25.452
HW-0000116,SCREW ZIP-R  2 1/2 ,SCREW ZIP R 2 1/2in #8,SCREW ZIP R 2 1/2in #8,1,0.018,EA,HW,0,0,0,HAFELE,010.23.074
HW-0000118,Screw Confirmat 2 IN,Screw Confirmat 2 IN,Screw Confirmat 2 IN,1,0.041,EA,HW,0,0,0,HAFELE,264.42.197
HW-0000120,Screw Confirmat 50mm Point,Screw Confirmat 50mm,Screw Confirmat 50mm,1,0.036,EA,HW,0,0,0,HAFELE,264.44.190
HW-0000129,DRAW BOLTS  (500 A BOX),DRAW BOLTS  (500 A BOX),DRAW BOLTS  (500 A BOX),1,0.453,BX,HW,0,0,0,HAFELE,262.93.952
HW-0000130,Screw - Euro (5000),Screw - Euro (5000),Screw - Euro (5000),1,0.009,EA,HW,0,0,0,HAFELE,012.50.718
HW-0000132,Screw - KD  (5000),Screw - KD  (5000),Screw - KD  (5000),1,0.035,EA,HW,0,0,0,HAFELE,263.20.985
HW-0000133,Screw - KD M-F  (2000),Screw - KD M-F  (2000),Screw - KD M-F  (2000),1,0.127,EA,HW,0,0,0,HAFELE,263.24.943
HW-0000135,SCREW M4  1in,SCREW M4  1in,SCREW M4  1in,1,0.029,EA,HW,0,0,0,HAFELE,022.45.252
HW-0000136,SCREW M4 1 3/16,SCREW M4 1 3/16,SCREW M4 1 3/16,1,0.033,EA,HW,0,0,0,HAFELE,022.45.305
HW-0000137,SCREW M4 1 1/2,SCREW M4 1 1/2,SCREW M4 1 1/2,1,0.038,EA,HW,0,0,0,HAFELE,022.45.387
HW-0000138,SCREW  M4  1 1/8,SCREW  M4  1 1/8,SCREW  M4  1 1/8,1,0.033,EA,HW,0,0,0,HAFELE,022.45.289
HW-0000139,SCREW  M4  1 3/8,SCREW  M4  1 3/8,SCREW  M4  1 3/8,1,0.036,EA,HW,0,0,0,HAFELE,022.45.350
HW-0000140,SCREW M4 1 9/16,SCREW M4 1 9/16,SCREW M4 1 9/16,1,0.037,EA,HW,0,0,0,HAFELE,022.35.403
HW-0000141,SCREW M4  1 3/4,SCREW METRIC DRAWER 1 3/4,SCREW METRIC DRAWER 1 3/4,1,0.046,EA,HW,0,0,0,HAFELE,022.45.458
HW-0000142,SCREW M4 5/8,SCREW M4 5/8,SCREW M4 5/8,1,0.023,EA,HW,0,0,0,HAFELE,022.44.157
HW-0000143,SCREW M4 7/8   ,SCREW M4 7/8   022.45.225,SCREW M4 7/8   022.45.225,1,0.027,EA,HW,0,0,0,HAFELE,022.45.225
HW-0000144,SCREW POCKET HOLE  8X11/4,SCREW POCKET HOLE  8X11/4,SCREW POCKET HOLE  8X11/4,1,259.507,BX,HW,0,0,0,UKNOWN,USI 069608180117Q
HW-0000145,Screw - Sharpie,Screw - Sharpie,Screw - Sharpie,1,279.173,BX,HW,0,0,0,ELITE,0161061002S
HW-0000148,Screw Truss Head  1in      ,Screw Truss 1       013.13.935,Screw Truss 1       013.13.935,1,0.022,EA,HW,0,0,0,HAFELE,013.13.935
HW-0000152,Washer - #12 Finish,Washer - #12 Finish,Washer - #12 Finish,1,0.022,EA,HW,0,0,0,USINDUSTRIAL,42431202
HW-0000153,SPACE BALLS .26 DIA,SPACE BALLS .26 DIA,SPACE BALLS .26 DIA,1,25.2,BG,HW,0,0,0,LOUIS,YYSB-5
HW-0000166,Hafele BB 10in,Hafele BB 10in,Hafele BB 10in,1,2.067,EA,HW,0,0,0,HAFELE,432.21.970
HW-0000167,Hafele BB 12in,Hafele BB 12in,Hafele BB 12in,1,2.293,EA,HW,0,0,0,HAFELE,432.21.971
HW-0000168,Hafele BB 14in,Hafele BB 14in,Hafele BB 14in,1,2.6,EA,HW,0,0,0,HAFELE,432.21.972
HW-0000169,Hafele BB 16in,Hafele BB 16in,Hafele BB 16in,1,2.973,EA,HW,0,0,0,HAFELE,432.21.973
HW-0000170,Hafele BB 18in,Hafele BB 18in,Hafele BB 18in,1,3.347,EA,HW,0,0,0,HAFELE,432.21.974
HW-0000171,Hafele BB 20in,Hafele BB 20in,Hafele BB 20in,1,3.72,EA,HW,0,0,0,HAFELE,432.21.975
HW-0000172,Hafele BB 22in,Hafele BB 22in,Hafele BB 22in,1,4.093,EA,HW,0,0,0,HAFELE,432.21.976
HW-0000173,Hafele BB 24in,Hafele BB 24in,Hafele BB 24in,1,4.453,EA,HW,0,0,0,HAFELE,432.21.977
HW-0000174,Hafele BB 26in,Hafele BB 26in,Hafele BB 26in,1,4.827,EA,HW,0,0,0,HAFELE,432.21.978
HW-0000175,Hafele BB 28in,Hafele BB 28in,Hafele BB 28in,1,5.2,EA,HW,0,0,0,HAFELE,432.21.979
HW-0000186,HR BB SCREWS,HR BB SCREWS,HR BB SCREWS,1,13.773,EA,HW,0,0,0,HARDWARERESOURCES,8X7160-B
HW-0000187,KING SLIDE UM SC  9in,KING SLIDE UM SC  9in,KING SLIDE UM SC  9in,1,23.907,PR,HW,0,0,0,RUGBY,HWK280940
HW-0000188,KING SLIDE UM SC  12in,KING SLIDE UM SC  12in,KING SLIDE UM SC  12in,1,18.227,PR,HW,0,0,0,RUGBY,HEK280840
HW-0000189,KING SLIDE UM SC 15in,KING SLIDE UM SC 15in,KING SLIDE UM SC 15in,1,18.227,PR,HW,0,0,0,RUGBY,HWK280839
HW-0000190,KING SLIDE UM SC 18in,KING SLIDE UM SC 18in,KING SLIDE UM SC 18in,1,18.48,PR,HW,0,0,0,RUGBY,HWK280838
HW-0000191,KING SLIDE UM SC 21in,KING SLIDE UM SC 21in,KING SLIDE UM SC 21in,1,18.733,PR,HW,0,0,0,RUGBY,HWK280837
HW-0000192,KING LOCKING DEVICE LEFT,KING LOCKING DEVICE LEFT,KING LOCKING DEVICE LEFT,1,0.347,EA,HW,0,0,0,RUGBY,HWK280835
HW-0000193,KING LOCKING DEVICE RIGHT,KING LOCKING DEVICE RIGHT,KING LOCKING DEVICE RIGHT,1,0.347,EA,HW,0,0,0,RUGBY,HWK280834
HW-0000204,Blumotion UM 9in,Blumotion UM 9in,Blumotion UM 9in,1,28.387,PR,HW,0,0,0,LOUIS,B563H2290B
HW-0000205,Blumotion UM 12in,Blumotion UM 12in,Blumotion UM 12in,1,21.72,PR,HW,0,0,0,LOUIS,B563H3050B
HW-0000206,Blumotion UM 15in,Blumotion UM 15in,Blumotion UM 15in,1,21.72,PR,HW,0,0,0,LOUIS,B563H3810B
HW-0000207,Blumotion UM 18in,Blumotion UM 18in,Blumotion UM 18in,1,21.32,PR,HW,0,0,0,LOUIS,B563H4570B
HW-0000208,Blumotion UM 21in,Blumotion UM 21in,Blumotion UM 21in,1,21.987,PR,HW,0,0,0,LOUIS,B563H5330B
HW-0000209,Blumotion Locking Device L,Blumotion Locking Device L,Blumotion Locking Device L,1,1.173,EA,HW,0,0,0,LOUIS,BT51.1801.20L
HW-0000210,Blumotion Locking Device R,Blumotion Locking Device R,Blumotion Locking Device R,1,1.173,EA,HW,0,0,0,LOUIS,BT51.1801.20R
MD-0000001,CROWN MLD ALDER 3 1/2 439 PG,CROWN MLD ALDER 3 1/2 439 PG,CROWN MLD ALDER 3 1/2 439 PG,1,1.76,LF,MD,60500,809160,0,SPELLMAN,CC08A
MD-0000004,CROWN MLD ALDER 3 5/8  419 TRA,CROWN MLD ALDER 3 5/8  419 TRA,CROWN MLD ALDER 3 5/8  419 TRA,1,1.76,LF,MD,60600,809160,0,SPELLMAN,CC04A
MD-0000007,CROWN MLD ALDER 2 1/4 417 TRAD,CROWN MLD ALDER 2 1/4 417 TRAD,CROWN MLD ALDER 2 1/4 417 TRAD,1,1.147,LF,MD,60700,809160,0,SPELLMAN,CC09A
MD-0000010,CROWN MLD  KG GEORGE 5X1 1/4,CROWN MLD  KG GEORGE 5X1 1/4,CROWN MLD  KG GEORGE 5X1 1/4,1,5.253,LF,MD,0,0,0,SPELLMAN,CC011A
MD-0000012,SCRIBE 1/4X1 1/4-RL ALDER,SCRIBE 1/4X1 1/4-RL ALDER,SCRIBE 1/4X1 1/4-RL ALDER,1,0.52,LF,MD,60800,809160,0,SPELLMAN,CC07A
MD-0000015,QUARTER RD 3/4 IN  ALDER,QUARTER RD 3/4 IN  ALDER,QUARTER RD 3/4 IN  ALDER,1,1.413,LF,MD,60900,809160,0,SPELLMAN,CC02A
MD-0000018,CASING FLUTE ALDER 3 1/2 515,CASING FLUTE ALDER 3 1/2 515,CASING FLUTE ALDER 3 1/2 515,1,1.76,LF,MD,60300,809160,0,SPELLMAN,CC01A
MD-0000022,OGEE EDGING 1 1/2 X 3/4 ALDER,OGEE EDGING 1 1/2 X 3/4 ALDER,OGEE EDGING 1 1/2 X 3/4 ALDER,1,0.88,LF,MD,60400,809160,0,SPELLMAN,CC06A
MD-0000025,BASE ALDER 3 1/4X1/2 WM633,BASE ALDER 3 1/4X1/2 WM633,BASE ALDER 3 1/4X1/2 WM633,1,1.587,LF,MD,60100,809160,0,SPELLMAN,CC05A
MD-0000028,BASE ALDER 4 1/4 SPANISH BASE,BASE ALDER 4 1/4 SPANISH,BASE ALDER 4 1/4 SPANISH,1,2.52,LF,MD,0,0,0,SPELLMAN,CC010A
MD-0000029,PLINTH BLK 3/4 X 3 1/2 X 6 ALD,PLINTH BLK 3/4 X 3 1/2 X 6 ALD,PLINTH BLK 3/4 X 3 1/2 X 6 ALD,1,5.267,LF,MD,0,0,0,CERMAK,12
MD-0000032,ROSETTE ALDER  3 1/2 7/8 A1/12,ROSETTE ALDER  3 1/2 7/8 A1/12,ROSETTE ALDER  3 1/2 7/8 A1/12,1,3.867,LF,MD,60200,809160,0,UKNOWN,0
MD-0000044,MLD ROPE 3/8 HR ALD,MLD ROPE 3/8 HR ALD,MLD ROPE 3/8 HR ALD,1,11.427,LF,MD,0,0,0,HARDWARERESOURCES,RMH38ALD-8
MD-0000045,MLD QTR ROUND HR ALD,MLD QTR ROUND HR ALD,MLD QTR ROUND HR ALD,1,11.28,LF,MD,0,0,0,HARDWARERESOURCES,34QTRALD-8
MD-0000046,MLD AVIANO LARGE,MLD AVIANO LARGE,MLD AVIANO LARGE,1,1.107,LF,MD,0,0,0,SPELLMAN,CCALA
MD-0000047,COLINA SMALL,COLINA SM,COLINA SM,1,1,LF,MD,0,0,0,SPELLMAN,0
MD-0000048,COLINA LARGE ,COLINA LG.,COLINA LG.,1,1.387,LF,MD,0,0,0,SPELLMAN,0
MD-0000049,COLINA APPLIED,COLINA APPLIED,COLINA APPLIED,1,0.6,LF,MD,0,0,0,SPELLMAN,CCASCA
MD-0000051,MLD AVIANO SMALL,MLD AVIANO SMALL,MLD AVIANO SMALL,1,0.787,LF,MD,0,0,0,SPELLMAN,CCASA
MD-0000052,MLD AVIANO APPLIED,MLD AVIANO APPLIED,MLD AVIANO APPLIED,1,0.693,LF,MD,0,0,0,SPELLMAN,CCAAA
MD-0000053,MLD FLORENCE LARGE,MLD FLORENCE LARGE,MLD FLORENCE LARGE,1,1.387,LF,MD,0,0,0,SPELLMAN,CCALF
MD-0000054,MLD FLORENCE SMALL,MLD FLORENCE SMALL,MLD FLORENCE SMALL,1,1.107,LF,MD,0,0,0,SPELLMAN,CCAFS
MD-0000055,MLD MILANO LARGE,MLD MILANO LARGE,MLD MILANO LARGE,1,1.107,LF,MD,0,0,0,SPELLMAN,CCAML
MD-0000056,PALERMO SMALL,PALERMO SM.,PALERMO SM.,1,1.107,LF,MD,0,0,0,SPELLMAN,CCASP
MD-0000057,PALERMO LARGE ,PALERMO LG.,PALERMO LG.,1,1.387,LF,MD,0,0,0,SPELLMAN,CCALP
MD-0000058,MLD MILANO SMALL,MLD MILANO SMALL,MLD MILANO SMALL,1,0.787,LF,MD,0,0,0,SPELLMAN,CCASM
MD-0000059,MLD VERONA LARGE,MLD VERONA LARGE,MLD VERONA LARGE,1,1.107,LF,MD,0,0,0,SPELLMAN,CCALV
