SKU,Name,DisplayName,Description,Thickness,RetailPrice,UOF,ProductType,ItemTypeCode,ItemColorCode,ItemProfileCode,VendorName,VendorItemNum
MD-0000060,MLD VERONA SMALL,MLD VERONA SMALL,MLD VERONA SMALL,1,0.787,LF,MD,0,0,0,SPELLMAN,CCAVS
MD-0000065,4/4 CLEAR ALDER,4/4 ALDER,4/4 ALDER,1,3.24,LF,MD,0,0,0,SPELLMAN,4/4 ALDER
MD-0000066,MLD ROME LARGE,MLD ROME LARGE,MLD ROME LARGE,1,1.387,LF,MD,0,0,0,SPELLMAN,CCALR
MD-0000067,MLD ROME SMALL,MLD ROME SMALL,MLD ROME SMALL,1,1.107,LF,MD,0,0,0,SPELLMAN,CCASR
MD-0000068,Under Cab Round,Under Cab Round,Under Cab Round,1,0.747,LF,MD,91000,809160,0,SPELLMAN,CCUCR
MD-0000069,Under Cab Square,Under Cab Square,Under Cab Square,1,0.747,LF,MD,91100,809160,0,SPELLMAN,CCUCSQ
MD-0000070,Under Cab Ogee,Under Cab Ogee,Under Cab Ogee,1,0.747,LF,MD,91200,809160,0,SPELLMAN,CCUCOG
MD-0000071,Valance 304,Valance 304,Valance 304,1,1,LF,MD,92000,809160,0,SPELLMAN,CCV304
MD-0000072,Valance Aviano,Valance Aviano,Valance Aviano,1,1,LF,MD,92100,809160,0,SPELLMAN,CCV Aviano
MD-0000073,Valance Milano,Valance Milano,Valance Milano,1,1.107,LF,MD,92200,809160,0,SPELLMAN,CCVMilano
MD-0000074,Valance Verona,Valance Verona,Valance Verona,1,1.107,LF,MD,92300,809160,0,SPELLMAN,CCVVerona
MD-0000075,MLD 4482 DRIFTWOOD H70V,MLD 4482 DRIFTWOOD H70V,MLD 4482 DRIFTWOOD H70V,1,1.853,LF,MD,0,0,0,OLON,H70V
MD-0000076,MLD 4482 EMBER H53V,MLD 4482 EMBER H53V,MLD 4482 EMBER H53V,1,1.853,LF,MD,0,0,0,OLON,H53V
MD-0000077,MLD 4482 LUXE H71V,MLD 4482 LUXE H71V,MLD 4482 LUXE H71V,1,1.853,LF,MD,0,0,0,OLON,H71V
MD-0000078,MLD 4482 MYSTIC H55V,MLD 4482 MYSTIC H55V,MLD 4482 MYSTIC H55V,1,1.853,LF,MD,0,0,0,OLON,H55V
MD-0000079,MLD 4482 SILVA H50V,MLD 4482 SILVA H50V,MLD 4482 SILVA H50V,1,1.853,LF,MD,0,0,0,OLON,H50V
MD-0000080,MLD 4482 ZAHARA H51V,MLD 4482 ZAHARA H51V,MLD 4482 ZAHARA H51V,1,1.853,LF,MD,0,0,0,OLON,H51V
PM-0000001,Almond Paper 11300,ALMOND PAPER 3/8 G1,ALMOND PAPER 3/8 G1,0.375,14.439,SF,PM,11300,190600,0,UKNOWN,0
PM-0000002,White Paper 11300,WHITE PAPER 3/8 G1,WHITE PAPER 3/8 G1,0.375,14.425,SF,PM,11300,190500,0,UKNOWN,0
PM-0000003,Almond Paper 12310,ALMOND PAPER 1/2 G2,ALMOND PAPER 1/2 G2,0.5,14.667,SF,PM,12310,190600,0,UKNOWN,0
PM-0000004,White Paper 12310,WHITE  PAPER 1/2 G2,WHITE  PAPER 1/2 G2,0.5,14.591,SF,PM,12310,190500,0,LUMBER,0
PM-0000005,Absolute Acajou 20100,Absolute Acajou,Absolute Acajou250 1/4,0.25,18.275,SF,PM,20100,111000,0,SPELLMAN,0
PM-0000006,Afternoon Showers 20100,Afternoon Showers,AFTERNOON SHOWERS250 1/4,0.25,18.32,SF,PM,20100,111250,0,UKNOWN,0
PM-0000007,Alcove Walnut 20100,Alcove Walnut,ALCOVE WALNUT250 1/4,0.25,17.165,SF,PM,20100,111450,0,LUMBER,0
PM-0000008,Alive in Memphis 20100,Alive In Memphis,ALIVE IN MEMPHIS250 1/4 G1,0.25,18.443,SF,PM,20100,111480,0,UKNOWN,0
PM-0000012,Antique White 20100,Antique White,ANTIQUE WHITE250 1/4,0.25,14.875,SF,PM,20100,111580,0,LUMBER,0
PM-0000013,Apple Spice 20100,APPLE SPICE250 1/4,APPLE SPICE250 1/4,0.25,18.309,SF,PM,20100,111660,0,UKNOWN,0
PM-0000014,Arbor Mrytle 20100,Arbor Mrytle,ARBOR MYRTLE250 1/4,0.25,17.055,SF,PM,20100,111710,0,LUMBER,0
PM-0000015,Backwoods Sycamore 20100,Backwoods Sycamore,BACKWOODS SYCAMORE250 1/4,0.25,17.095,SF,PM,20100,114050,0,LUMBER,0
PM-0000018,Birch 20100,Birch,BIRCH250 1/4,0.25,17.518,SF,PM,20100,114350,0,UKNOWN,0
PM-0000019,Black 20100,Black,BLACK250 1/4,0.25,15.035,SF,PM,20100,114450,0,LUMBER,0
PM-0000020,Black 20200,Black,BLACK G2S250 1/4,0.25,14.975,SF,PM,20200,114450,0,UKNOWN,0
PM-0000021,Brittany Blue 20100,BRITTANY BLUE250 1/4,BRITTANY BLUE250 1/4,0.25,18.309,SF,PM,20100,114700,0,UKNOWN,0
PM-0000022,Brown Pearwood 20100,Brown Pearwood,BROWN PEARWOOD250 1/4,0.25,17,SF,PM,20100,115000,0,UKNOWN,0
PM-0000023,Butter Toffee 20100,Butter Toffee,BUTTER TOFFEE250 1/4,0.25,18.14,SF,PM,20100,115500,0,UKNOWN,0
PM-0000024,Cabinet Almond 20100,Natural Almond,CABINET ALMOND250 1/4,0.25,14.87,SF,PM,20100,110200,0,SPELLMAN,0
PM-0000025,Caninet Almond FF 10205,Natural Almond,CABINET ALMOND FF250 1/4,0.25,16.948,SF,PM,10205,110200,0,UKNOWN,0
PM-0000026,Cabinet Oak 20100,Cabinet Oak,CABINET OAK250 1/4,0.25,17.175,SF,PM,20100,117010,0,LUMBER,0
PM-0000030,Castle Oak 20100,Castle Oak II,CASTLE OAK II250 1/4,0.25,17.13,SF,PM,20100,117040,0,LUMBER,0
PM-0000032,Chocolate Malt 20100,Chocolate Malt,CHOCOLATE MALT250 1/4,0.25,17.14,SF,PM,20100,117317,0,UKNOWN,0
PM-0000033,Corporate Walnut 20100,Corporate Walnut,CORPORATE WALNUT250 1/4,0.25,18.441,SF,PM,20100,117600,0,UKNOWN,0
PM-0000034,Corretto Cherry 20100,Corretto Cherry,CORRETTO CHERRY250 1/4,0.25,18.135,SF,PM,20100,117670,0,UKNOWN,0
PM-0000035,Country Maple 20100,Country Maple,COUNTRY MAPLE250 1/4,0.25,18.308,SF,PM,20100,117680,0,UKNOWN,0
PM-0000036,Crackle Crunch 20100,Crackle Crunch,CRACKLE CRUNCH250 1/4,0.25,18.14,SF,PM,20100,117700,0,UKNOWN,0
PM-0000037,Custom Grey 20100,Custom Gray,CUSTOM GREY250 1/4,0.25,15.041,SF,PM,20100,117850,0,UKNOWN,0
PM-0000040,Doeskin 20100,Doeskin,DOESKIN250 1/4,0.25,18.308,SF,PM,20100,120600,0,UKNOWN,0
PM-0000041,Dura White_Almond 10200,DURA WHT_ALM250 1/4,DURA WHT_ALM250 1/4,0.25,14.459,SF,PM,10200,191050,0,DURAPLAY,0
PM-0000043,Duraply White 10200,White,DURAPLY WHT250 1/4 G2S,0.25,14.315,SF,PM,10200,191010,0,DURAPLAY,0
PM-0000044,Dusk to Dawn 20100,Dusk to Dawn,DUSK TO DAWN250 1/4,0.25,18.225,SF,PM,20100,120850,0,UKNOWN,0
PM-0000045,Ebony Sand 20100,Ebony Sand,EBONY SAND250 1/4,0.25,18.095,SF,PM,20100,123050,0,LUMBER,0
PM-0000046,Edgewood Sycamore 20100,Edgewood Sycamore,EDGEWOOD SYCAMORE250 1/4,0.25,17.235,SF,PM,20100,123150,0,UKNOWN,0
PM-0000047,English Oak 20100,English Oak,ENGLISH OAK250 1/4,0.25,17.148,SF,PM,20100,123550,0,LUMBER,0
PM-0000048,Espresso Maple 20100,Espresso Maple,ESPRESSO MAPLE250 1/4,0.25,18.441,SF,PM,20100,123800,0,UKNOWN,0
PM-0000049,Evening Shade 20100,Evening Shade,EVENING SHADE250 1/4,0.25,18.32,SF,PM,20100,123900,0,UKNOWN,0
PM-0000050,Exquisite Elm 20100,Exquisite Elm,EXQUISITE ELM250 1/4,0.25,17,SF,PM,20100,308900,0,SPELLMAN,0
PM-0000052,Field Cherry 20100,Field Cherry,FIELD CHERRY250 1/4,0.25,18.309,SF,PM,20100,126350,0,UKNOWN,0
PM-0000053,First Light 20100,First Light,FIRST LIGHT250 1/4,0.25,18.269,SF,PM,20100,126360,0,UKNOWN,0
PM-0000054,Fog Grey 20100,Fog Gray,FOG GRAY250 1/4,0.25,14.99,SF,PM,20100,126600,0,LUMBER,0
PM-0000055,Fusion Maple 20100,Fusion Maple,FUSION MAPLE250 1/4 G1S TF,0.25,17.115,SF,PM,20100,126850,0,UKNOWN,0
PM-0000056,Glen Cherry 20100,Glen Cherry,GLEN CHERRY250 1/4,0.25,17.235,SF,PM,20100,129450,0,LUMBER,0
PM-0000057,Gotta Havit 20100,Gotta Havit,GOTTA HAVIT250 1/4,0.25,17.135,SF,PM,20100,129640,0,UKNOWN,0
PM-0000058,Grand Cherry 20100,Grand Cherry,GRAND CHERRY250 1/4,0.25,18.338,SF,PM,20100,129700,0,LUMBER,0
PM-0000059,Gridlock in LA 20100,Gridlock in LA,GRIDLOCK IN LA250 1/4,0.25,18.442,SF,PM,20100,129720,0,UKNOWN,0
PM-0000060,Grove Myrtle 20100,Grove Myrtle,GROVE MYRTLE250 1/4,0.25,17.502,SF,PM,20100,129740,0,UKNOWN,0
PM-0000061,Gunstock Walnut 20100,Gunstock Walnut,GUNSTOCK WALNUT250 1/4,0.25,17.235,SF,PM,20100,129850,0,UKNOWN,0
PM-0000062,Hardrock Maple 20100,Hardrock Maple,HARDROCK MAPLE250 1/4,0.25,17.015,SF,PM,20100,132020,0,LUMBER,0
PM-0000065,Knotty Pine 20100,Knotty Pine,KNOTTY PINE250 1/4 TF,0.25,18.259,SF,PM,20100,141550,0,UKNOWN,0
PM-0000068,Latte Maple 20100,LATTE MAPLE250 1/4,LATTE MAPLE250 1/4,0.25,18.432,SF,PM,20100,144000,0,UKNOWN,0
PM-0000069,Mahogany 20100,Mahogany,MAHOGANY250 1/4,0.25,17.2,SF,PM,20100,147010,0,LUMBER,0
PM-0000070,Mahogany Clove 20100,Mahogany Clove,MAHOGANY CLOVE250 1/4,0.25,17.299,SF,PM,20100,147020,0,UKNOWN,0
PM-0000071,Mahogany Impression 20100,Mahogany Impression,MAHOGANY IMPRESSION250 1/4,0.25,18.115,SF,PM,20100,147030,0,LUMBER,0
PM-0000074,Mocha Cherry 20100,Mocha Cherry,MOCHA CHERRY250 1/4,0.25,18.135,SF,PM,20100,147450,0,UKNOWN,0
PM-0000075,Molten Lava 20100,Molten Lava,MOLTEN LAVA250 1/4,0.25,18.14,SF,PM,20100,147500,0,UKNOWN,0
PM-0000076,Morning Dew 20100,MORNING DEW250 1/4,MORNING DEW250 1/4,0.25,18.32,SF,PM,20100,147600,0,UKNOWN,0
PM-0000077,Mountainside Maple 20100,Mountainside Maple,MOUNTAINSIDE MAPLE250 1/4,0.25,18.435,SF,PM,20100,147610,0,UKNOWN,0
PM-0000079,Natural Oak 20100,Natural Oak,NATURAL OAK250 1/4 TF,0.25,17.939,SF,PM,20100,150020,0,UKNOWN,0
PM-0000080,Negotaiting in Geneva 20100,Negotiating In Geneva,NEGOTAITING IN GENEVA250 1/4,0.25,18.54,SF,PM,20100,150200,0,UKNOWN,0
PM-0000081,New Oyster Grey 20100,New Oyster Grey,NEW OYSTER GREY250 1/4,0.25,18.165,SF,PM,20100,150210,0,UKNOWN,0
PM-0000082,Nightfall 20100,Witchcraft,NIGHTFALL250 1/4 G1S,0.25,18.135,SF,PM,20100,150350,0,UKNOWN,0
PM-0000083,Noble Mahogany 20100,Noble Mahogany,NOBLE MAHOGANY250 1/4,0.25,18.442,SF,PM,20100,150600,0,UKNOWN,0
PM-0000084,Nutmeg Cherry 20100,Nutmeg Cherry,NUTMEG CHERRY250 1/4,0.25,15.235,SF,PM,20100,150850,0,LUMBER,0
PM-0000085,Opulent Olmo 20100,Opulent Olmo,Opulent Olmo250 1/4,0.25,18.275,SF,PM,20100,152000,0,UKNOWN,0
PM-0000086,Oatmeal Cookie 20100,Oatmeal Cookie,OATMEAL COOKIE250 1/4,0.25,18.14,SF,PM,20100,151000,0,UKNOWN,0
PM-0000087,Oxford White 20100,Oxford White,OXFORD WHITE250 G1S 1/4,0.25,14.79,SF,PM,20100,110100,0,UKNOWN,0
PM-0000088,Oxford White 10200,Oxford White,OXFORD WHITE250 G2S 1/4,0.25,14.807,SF,PM,10200,110100,0,UKNOWN,0
PM-0000089,Oxford White FF 10205,Oxford White,OXFORD WHITE FF250 1/4,0.25,14.948,SF,PM,10205,110100,0,SPELLMAN,0
PM-0000090,Peach Cobbler 20100,Peach Cobbler,PEACH COBBLER250 1/4,0.25,18.14,SF,PM,20100,155000,0,UKNOWN,0
PM-0000092,Pepperdust 20100,Pepperdust,PEPPERDUST250 1/4,0.25,15.05,SF,PM,20100,156260,0,UKNOWN,0
PM-0000093,Pralines n Cream 20100,Pralines n Cream,PRALINES n CREAM250 1/4,0.25,18.14,SF,PM,20100,156670,0,UKNOWN,0
PM-0000094,Prism Blue 20100,Prism Blue,PRISM BLUE250 1/4,0.25,18.565,SF,PM,20100,156710,0,UKNOWN,0
PM-0000095,Prism Green 20100,Prism Green,PRISM GREEN250 1/4,0.25,18.565,SF,PM,20100,156720,0,UKNOWN,0
PM-0000096,Prism Red 20100,Prism Red,PRISM RED250 1/4,0.25,18.565,SF,PM,20100,156730,0,UKNOWN,0
PM-0000097,Prism Yellow 20100,Prism Yellow,PRISM YELLOW250 1/4,0.25,18.565,SF,PM,20100,156740,0,UKNOWN,0
PM-0000098,Pumice 20100,Pumice,PUMICE250 1/4,0.25,18.299,SF,PM,20100,156850,0,UKNOWN,0
PM-0000100,Riviera Maple 20100,Riviera Maple,RIVIERA MAPLE250 1/4,0.25,18.095,SF,PM,20100,159350,0,LUMBER,0
PM-0000101,Running in Pamplona 20100,Running in Pamplona,RUNNING IN PAMPLONA250 1/4,0.25,18.432,SF,PM,20100,159850,0,UKNOWN,0
PM-0000103,Samba in Rio 20100,SAMBA IN RIO250 1/4,SAMBA IN RIO250 1/4,0.25,18.565,SF,PM,20100,162040,0,UKNOWN,0
PM-0000104,Select Walnut 20100,Select Walnut,SELECT WALNUT250 1/4,0.25,18.235,SF,PM,20100,162210,0,UKNOWN,0
PM-0000105,Shadow Sawn 20100,Shadow Sawn,SHADOW SAWN250 1/4,0.25,17,SF,PM,20100,162213,0,SPELLMAN,0
PM-0000106,Silver Grey 20100,Silver Gray,SILVER GREY250 1/4,0.25,15.025,SF,PM,20100,162220,0,UKNOWN,0
PM-0000107,Sing the Chicago Blues 20100,Singing Chicago Blues,SING THE CHIC BLUES250 1/4,0.25,18.431,SF,PM,20100,162230,0,UKNOWN,0
PM-0000108,Sipping Seattle Java 20100,Sipping Seattle Java,SIPPING SEATTLE JAVA250 1/4,0.25,18.431,SF,PM,20100,162240,0,UKNOWN,0
PM-0000110,Smoke Grey 20100,Smoke Gray,SMOKE GREY250 1/4,0.25,15.025,SF,PM,20100,162500,0,UKNOWN,0
PM-0000111,Smores 20100,Smores,SMORES250 1/4,0.25,18.14,SF,PM,20100,162520,0,UKNOWN,0
PM-0000113,Storm 20100,Storm,STORM250 1/4,0.25,17.148,SF,PM,20100,162800,0,UKNOWN,0
PM-0000114,Streets of San Francisco 20100,Streets of San Francisco,STREETS OF SAN FRANC250 1/4,0.25,18.431,SF,PM,20100,162810,0,UKNOWN,0
PM-0000115,Sunset 20100,Sunset,SUNSET250 1/4,0.25,15.135,SF,PM,20100,162860,0,UKNOWN,0
PM-0000116,Sunrise 20100,Sunrise,SUNRISE250 1/4,0.25,18.06,SF,PM,20100,162850,0,UKNOWN,0
PM-0000117,Surf 20100,Surf,SURF250 1/4 S568,0.25,18.299,SF,PM,20100,162870,0,UKNOWN,0
PM-0000118,Tea Party in Boston 20100,Tea Party in Boston,TEA PARTY IN BOSTON250 1/4,0.25,18.431,SF,PM,20100,165200,0,UKNOWN,0
PM-0000119,Thunderstorm 20100,Thunderstorm,THUNDERSTORM250 1/4,0.25,18.325,SF,PM,20100,165325,0,UKNOWN,0
PM-0000120,Tiramisu 20100,Tiramisu,TIRAMISU250 1/4,0.25,18.14,SF,PM,20100,165337,0,UKNOWN,0
PM-0000121,Toasted Coconut 20100,Toasted Coconut,TOASTED COCONUT250 1/4,0.25,18.14,SF,PM,20100,165580,0,UKNOWN,0
PM-0000122,Township Maple 20100,Township Maple,TOWNSHIP MAPLE250 1/4,0.25,18.299,SF,PM,20100,165600,0,UKNOWN,0
PM-0000124,Twilight 20100,Twilight,TWILIGHT250 1/4,0.25,18.115,SF,PM,20100,165950,0,UKNOWN,0
PM-0000126,Vienna Cherry 20100,Vienna Cherry,VIENNA CHERRY250 1/4,0.25,18.431,SF,PM,20100,171300,0,UKNOWN,0
PM-0000129,Wedding Cake 20100,Wedding Cake,WEDDING CAKE250 1/4,0.25,18.14,SF,PM,20100,174090,0,UKNOWN,0
PM-0000131,Wild Cherry 20100,Wild Cherry,WILD CHERRY250 1/4,0.25,17.235,SF,PM,20100,174350,0,LUMBER,0
PM-0000132,Willow Grey 20100,Willow Grey,WILLOW GREY250 1/4,0.25,17.058,SF,PM,20100,174360,0,UKNOWN,0
PM-0000133,Windsor Mahogany 20100,Windsor Mahogany,WINDSOR MAHOGANY250 1/4,0.25,18.125,SF,PM,20100,174362,0,LUMBER,0
PM-0000134,Woodland Birch 20100,Woodland Birch,WOODLAND BIRCH250 1/4,0.25,18.145,SF,PM,20100,174600,0,UKNOWN,0
PM-0000135,Looks Likatre 20100,Looks Likatre,Looks Likatre250 1/4,0.25,17.275,SF,PM,20100,123060,0,UKNOWN,0
PM-0000136,Appears Likatre 20100,Appears Likatre,Appears Likatre250 1/4,0.25,18.275,SF,PM,20100,123061,0,UKNOWN,0
PM-0000137,Seems Likatre 20100,Seems Likatre,Seems Likatre250 1/4,0.25,18.275,SF,PM,20100,123062,0,UKNOWN,0
PM-0000138,Leave Likatre 20100,Leave Likatre,Leave Likatre250 1/4,0.25,18.275,SF,PM,20100,123063,0,UKNOWN,0
PM-0000139,Trytoo Savatre 20100,Trytoo Savatre,Trytoo Savatre250 1/4,0.25,18.196,SF,PM,20100,123064,0,UKNOWN,0
PM-0000140,Aimtoo Savatre 20100,Aimtoo Savatre,Aimtoo Savatre250 1/4,0.25,18.15,SF,PM,20100,123065,0,UKNOWN,0
PM-0000141,Iwantoo Savatre 20100,Iwantoo Savatre,Iwantoo Savatre250 1/4,0.25,18.275,SF,PM,20100,123066,0,UKNOWN,0
PM-0000142,Opto Printatre 20100,Opto Printatre,Opto Printatre250 1/4,0.25,18.275,SF,PM,20100,123067,0,UKNOWN,0
PM-0000143,Electo Printatre 20100,Electo Printatre,Electo Printatre250 1/4,0.25,18.275,SF,PM,20100,123068,0,UKNOWN,0
PM-0000144,Chusto Printatre 20100,Chusto Printatre250 1/4,Chusto Printatre250 1/4,0.25,18.275,SF,PM,20100,123069,0,UKNOWN,0
PM-0000145,TL Absolute Acajou 20150,TL Absolute Acajou,TL Absolute Acajou250 1/4,0.25,19.43,SF,PM,20150,165350,0,UKNOWN,0
PM-0000146,TL Aimtoo Savatre 20150,TL Aimtoo Savatre,TL Aimtoo Savatre250 1/4,0.25,19.406,SF,PM,20150,165351,0,UKNOWN,0
PM-0000147,TL Black 20150,TL Black,TL Black250 1/4,0.25,19.188,SF,PM,20150,165352,0,UKNOWN,0
PM-0000148,TL Dusk to Dawn 20150,TL Dusk to Dawn,TL DUSK TO DAWN250 1/4,0.25,19.188,SF,PM,20150,165395,0,SPELLMAN,0
PM-0000149,TL Exquisite Elm 20150,TL Exquisite Elm,TL Exquisite Elm250 1/4,0.25,19.406,SF,PM,20150,165353,0,UKNOWN,0
PM-0000150,TL Kona Blend 20150,TL Kona Blend,TL Kona Blend250 1/4,0.25,19.531,SF,PM,20150,165360,0,SPELLMAN,0
PM-0000151,TL Leave Likatre 20150,TL Leave Likatre,TL Leave Likatre250 1/4,0.25,19.406,SF,PM,20150,165400,0,SPELLMAN,0
PM-0000152,TL Looks Likatre 20150,TL Looks Likatre,TL Looks Likatre250 1/4,0.25,19.43,SF,PM,20150,165354,0,UKNOWN,0
PM-0000153,TL Opto Printatre 20150,TL Opto Printatre,TL Opto Printatre250 1/4,0.25,19.406,SF,PM,20150,165355,0,UKNOWN,0
PM-0000154,TL Opulent Olmo 20150,TL Opulent Olmo,TL Opulent Olmo250 1/4,0.25,19.406,SF,PM,20150,165356,0,UKNOWN,0
PM-0000155,TL Oxford White 20150,TL Oxford White,TL Oxford White250 1/4,0.25,19.02,SF,PM,20150,165357,0,UKNOWN,0
PM-0000156,TL Seems Likatre 20150,TL Seems Likatre,TL SEEMS LIKATRE250 1/4,0.25,19.406,SF,PM,20150,165359,0,SPELLMAN,0
PM-0000157,TL Select Walnut 10250,TL Select Walnut,TL SELECT WALNUT250 1/4,0.25,19.394,SF,PM,10250,165450,0,SPELLMAN,0
PM-0000158,TL Trytoo Savatre 20150,TL Trytoo Savatre,TL Trytoo Savatre250 1/4,0.25,19.43,SF,PM,20150,165358,0,UKNOWN,0
PM-0000159,Black 12200,Black,BLACK  1/2 TF G2,0.5,14.779,SF,PM,12200,114450,0,UKNOWN,0
PM-0000160,Cabinet Almond 12200,Natural Almond,CABINET ALMOND  1/2 TF G2,0.5,14.887,SF,PM,12200,110200,0,UKNOWN,0
PM-0000161,Ocford White 12200,Oxford White,OXFORD WHITE 1/2 TF G2,0.5,14.591,SF,PM,12200,110100,0,UKNOWN,0
PM-0000164,M Noce Leuca 10250,M Noce Leuca,M Noce Leuca250 1/4,0.25,30.34,SF,PM,10250,110645,0,EBBRADLEYCO,0
PM-0000165,M Oregon Pine 10250,M Oregon Pine,M Oregon Pine250 1/4,0.25,30.63,SF,PM,10250,110620,0,EBBRADLEYCO,0
PM-0000166,M Carbone 10250,M Carbone,M Carbone250 1/4,0.25,30.63,SF,PM,10250,110630,0,EBBRADLEYCO,0
PM-0000167,M Aspen Oak 10250,M Aspen Oak,M Aspen Oak250 1/4,0.25,30.63,SF,PM,10250,110690,0,EBBRADLEYCO,0
PM-0000168,M City Oak 10250,M City Oak,M City Oak250 1/4,0.25,30.63,SF,PM,10250,110700,0,EBBRADLEYCO,0
PM-0000169,M Rustic Oak 10250,M Rustic Oak,M Rustic Oak250 1/4,0.25,30.63,SF,PM,10250,110720,0,EBBRADLEYCO,0
PM-0000170,M Lakeshore Oak 10250,M Lakeshore Oak,M Lakeshore Oak250 1/4,0.25,30.63,SF,PM,10250,110730,0,EBBRADLEYCO,0
PM-0000171,M Vineyard Oak 10250,M Vineyard Oak,M Vineyard Oak250 1/4,0.25,30.63,SF,PM,10250,110740,0,EBBRADLEYCO,0
PM-0000172,M French Grey 10250,M French Grey,M French Grey250 1/4,0.25,30.85,SF,PM,10250,110685,0,EBBRADLEYCO,0
PM-0000173,M Lounge Brown 10250,M Lounge Brown,M Lounge Brown250 1/4,0.25,30.85,SF,PM,10250,110655,0,EBBRADLEYCO,0
PM-0000174,M Toasted Espresso 10250,M Toasted Espresso,M Toasted Espresso250 1/4,0.25,31.288,SF,PM,10250,110750,0,EBBRADLEYCO,0
PM-0000175,M Tuscan Cypress 10250,M Tuscan Cypress,M Tuscan Cypress250 1/4,0.25,31.288,SF,PM,10250,110760,0,EBBRADLEYCO,0
PM-0000184,T After Hours 10250,T After Hours,T AFTER HOURS250 1/4,0.25,20.031,SF,PM,10250,107100,0,UKNOWN,0
PM-0000185,T Apres Ski 10250,T Apres Ski,T APRES SKI250 1/4,0.25,20.031,SF,PM,10250,107050,0,UKNOWN,0
PM-0000186,T Cast at First Light 10250,T Casting at First Light,T CAST AT FIRST LIGHT250 1/4,0.25,20.031,SF,PM,10250,107200,0,UKNOWN,0
PM-0000187,T Stargazer 10250,T Stargazer,T STARGAZER250 1/4,0.25,20.031,SF,PM,10250,107600,0,UKNOWN,0
PM-0000188,T Sunday Brunch 10250,T Sunday Brunch,T SUNDAY BRUNCH250 1/4,0.25,20.031,SF,PM,10250,107625,0,UKNOWN,0
PM-0000189,T Sunset Cruise 10250,T Sunset Cruise,T SUNSET CRUISE250 1/4,0.25,20.031,SF,PM,10250,107650,0,UKNOWN,0
PM-0000190,T Tea for Two 10250,T Tea For Two,T TEA FOR TWO250 1/4,0.25,20.031,SF,PM,10250,107700,0,UKNOWN,0
PM-0000191,T Tete a Tete 10250,T Tete a Tete,T TETE A TETE250 1/4,0.25,20.031,SF,PM,10250,107725,0,UKNOWN,0
PM-0000192,T Weekends Getaway 10250,T Weekend Getaway,T WEEKEND GETAWAY250 1/4,0.25,20.031,SF,PM,10250,107900,0,UKNOWN,0
PM-0000193,T Winter Fun 10250,T Winter Fun,T WINTER FUN250 1/4,0.25,20.031,SF,PM,10250,107925,0,UKNOWN,0
PM-0000194,U Driftwood 10250,U Driftwood,U DRIFTWOOD250 1/4,0.25,19.922,SF,PM,10250,167000,0,UKNOWN,0
PM-0000195,U Ember 10250,U Ember,U EMBER250 1/4,0.25,19.922,SF,PM,10250,167005,0,UKNOWN,0
PM-0000196,U Luxe 10250,U Luxe,U LUXE250 1/4,0.25,19.922,SF,PM,10250,167010,0,UKNOWN,0
PM-0000197,U Mystic 10250,U Mystic,U MYSTIC250 1/4,0.25,19.922,SF,PM,10250,167015,0,UKNOWN,0
PM-0000198,U Silva 10250,U Silva,U SILVA250 1/4,0.25,19.922,SF,PM,10250,167020,0,UKNOWN,0
PM-0000199,U Zahara 10250,U Zahara,U ZAHARA250 1/4,0.25,19.922,SF,PM,10250,167025,0,UKNOWN,0
PM-0000200,U Intrigue Rio 10250,U Intrigue Rio,U INTRIGUE / RIO250  1/4,0.25,19.922,SF,PM,10250,167030,0,UKNOWN,0
PM-0000201,U Memento Rio 10250,U Memento Rio,U MEMENTO / RIO250  1/4,0.25,19.922,SF,PM,10250,167035,0,UKNOWN,0
PM-0000202,A Medina Linear Ash 15150,A Medina Linear Ash,A MEDINA LINEAR ASH 3/4,0.75,18.863,SF,PM,15150,105000,0,RUGBY,0
PM-0000203,A Medina White 15150,A Medina White,A MEDINA WHITE 3/4,0.75,18.119,SF,PM,15150,105500,0,RUGBY,0
PM-0000217,T After Hours 15150,T After Hours,T AFTER HOURS 3/4,0.75,20.094,SF,PM,15150,107100,0,UKNOWN,0
PM-0000218,T Apres Ski 15150,T Apres Ski,T APRES SKI 3/4,0.75,20.094,SF,PM,15150,107050,0,UKNOWN,0
PM-0000219,T Casting at First Light 15150,T Casting at First Light,T CASTING AT FIRST LIGHT 3/4,0.75,20.094,SF,PM,15150,107200,0,UKNOWN,0
PM-0000220,T Stargazer 15150,T Stargazer,T STARGAZER 3/4,0.75,20.094,SF,PM,15150,107600,0,UKNOWN,0
PM-0000221,T Sunday Brunch 15150,T Sunday Brunch,T SUNDAY BRUNCH 3/4,0.75,20.094,SF,PM,15150,107625,0,UKNOWN,0
PM-0000222,T Sunset Cruise 15150,T Sunset Cruise,T SUNSET CRUISE 3/4,0.75,20.094,SF,PM,15150,107650,0,UKNOWN,0
PM-0000223,T Tea for Two 15150,T Tea For Two,T TEA FOR TWO 3/4,0.75,20.094,SF,PM,15150,107700,0,UKNOWN,0
PM-0000224,T Tete a Tete 15150,T Tete a Tete,T TETE A TETE 3/4,0.75,20.094,SF,PM,15150,107725,0,UKNOWN,0
PM-0000225,T Weekend Getaway 15150,T Weekend Getaway,T WEEKEND GETAWAY 3/4,0.75,20.094,SF,PM,15150,107900,0,UKNOWN,0
